# Generated by ../matriz.pl date: Tue Sep 17 09:43:57 2013
# pairs file: pairs_conservative.txt symetric matrix 173 fragments
11,14,12,7,12,278,9,14,12,12,9,8,12,12,8,0,8,10,12,9,9,15,20,12,8,12,9,18,14,11,12,12,18,8,9,9,8,19,11,14,11,18,15,114,11,14,9,8,24,12,10,7,14,10,10,278,8,19,12,9,10,8,11,11,24,8,10,9,216,18,18,9,18,12,11,8,10,12,7,12,10,9,14,12,9,12,12,18,11,8,8,10,8,19,8,10,19,227,14,9,18,8,65,19,12,12,109,11,10,12,15,12,12,12,8,14,24,12,8,9,8,12,11,11,12,8,8,11,14,12,11,9,18,180,8,12,14,14,9,9,8,14,14,9,19,14,12,15,166,9,12,8,8,9,18,12,9,83,10,8,14,8,10,9,186,8,9,8,14,188,24,12,12
12,8,11,12,11,9,8,9,14,11,8,9,9,15,9,8,0,8,14,9,9,10,9,17,9,11,15,7,20,12,16,8,7,18,9,10,15,8,12,14,20,20,10,9,17,14,15,268,14,8,15,20,8,17,11,9,95,8,8,77,7,10,17,17,12,11,16,15,9,20,8,11,12,8,8,14,17,11,12,9,8,11,9,8,11,9,12,7,12,9,237,16,9,8,15,8,8,7,12,11,20,18,9,8,12,8,9,18,16,8,10,11,9,9,9,8,14,8,10,9,83,8,20,8,11,195,18,17,8,8,20,18,7,9,18,8,20,9,11,11,15,12,8,11,8,12,8,10,9,8,17,9,8,9,9,12,10,9,8,8,9,15,7,15,9,14,127,9,20,9,8,12,9
10,17,24,10,13,10,17,10,9,24,17,10,9,9,16,10,8,0,8,16,10,13,10,16,13,13,10,8,13,10,8,13,8,27,16,13,17,21,12,9,27,15,13,17,12,9,9,11,16,24,150,13,152,12,238,10,8,21,16,21,12,11,16,12,18,13,9,9,8,15,8,9,16,24,16,10,12,9,15,24,10,17,10,24,9,10,13,8,8,10,21,12,10,21,10,15,12,10,77,17,15,27,17,21,13,16,10,27,14,16,12,9,24,9,13,17,18,24,24,10,21,13,15,363,15,8,27,16,9,24,27,13,8,8,27,9,13,10,9,10,17,60,17,17,21,9,13,13,10,10,16,10,13,10,16,13,11,10,15,13,10,10,12,9,10,11,21,13,13,8,15,13,9
19,15,9,9,28,12,15,8,310,9,15,11,303,9,11,12,14,8,0,9,9,10,9,327,22,10,9,14,22,19,8,9,14,11,9,10,14,9,9,17,9,14,10,12,150,17,9,8,19,9,16,22,11,9,10,12,9,19,9,22,9,29,238,122,12,10,8,9,12,14,14,9,9,9,19,12,42,241,12,9,9,9,14,9,9,11,12,14,8,11,22,8,7,19,9,12,28,12,8,9,14,11,12,9,12,9,39,9,8,19,10,236,9,142,22,28,19,9,9,9,22,9,14,11,12,9,15,160,17,9,9,14,14,12,11,9,22,14,9,9,14,8,28,9,19,8,9,10,11,9,289,11,8,9,8,12,29,123,14,10,14,9,9,9,52,17,22,22,22,12,12,12,180
9,61,15,9,11,9,95,11,9,15,81,8,9,14,8,9,9,16,9,0,10,15,13,9,19,11,9,11,9,9,11,15,11,8,271,11,7,11,11,20,9,14,15,9,8,8,14,9,16,15,9,19,16,8,10,10,11,11,16,11,8,11,9,8,16,15,11,14,9,14,14,196,216,15,16,13,8,9,9,11,9,144,8,15,236,9,9,11,9,9,9,9,14,11,13,8,16,11,16,124,14,8,8,11,9,16,11,20,11,16,15,9,15,9,19,13,16,15,11,10,12,15,14,16,11,9,11,8,14,15,20,14,11,9,8,14,19,8,198,10,8,16,13,93,11,9,15,15,11,10,9,14,15,10,90,9,15,11,14,15,8,13,8,14,11,20,11,19,19,9,8,9,9
11,8,12,12,10,9,8,212,9,12,8,14,9,8,23,9,9,10,9,10,0,12,13,21,9,13,8,7,12,12,13,12,8,12,10,10,12,12,8,19,12,7,12,9,21,14,8,9,10,12,8,12,10,12,10,9,8,12,8,9,8,11,21,21,10,12,15,8,9,7,7,8,10,11,10,12,21,9,8,8,12,8,265,12,8,10,16,8,8,8,9,8,8,9,12,12,12,9,9,8,10,12,12,12,16,8,14,12,15,14,15,9,8,9,12,7,10,12,8,319,9,12,7,10,13,9,12,21,14,12,12,8,8,9,12,8,12,274,8,149,12,9,7,8,12,8,12,12,14,307,21,8,12,319,13,16,10,9,12,12,273,12,12,8,14,11,9,9,12,9,8,16,9
18,10,143,18,12,15,10,13,10,178,10,14,10,20,13,15,10,13,10,15,12,0,16,10,9,12,12,11,9,18,22,171,11,10,10,13,18,9,11,13,9,9,371,15,17,13,14,10,9,232,9,9,12,17,13,15,12,9,12,8,17,13,10,17,12,289,22,8,15,9,11,10,8,42,12,16,17,10,18,17,8,10,12,177,10,8,10,11,11,8,10,12,8,9,16,9,9,15,12,10,9,10,15,9,10,12,15,9,22,12,254,10,21,10,9,9,12,226,17,12,8,163,9,13,12,10,9,12,13,170,9,10,11,15,10,14,9,13,10,15,18,12,9,10,9,8,230,346,15,12,10,8,210,12,17,20,13,15,9,286,12,16,17,8,15,13,8,13,9,15,12,20,10
7,8,17,7,8,20,12,13,9,17,12,11,9,11,13,20,9,10,9,13,13,16,0,9,8,10,11,13,9,7,12,17,13,7,13,10,12,13,11,8,9,9,17,20,9,8,11,12,15,17,11,9,10,8,13,11,10,13,15,13,8,9,9,9,15,17,12,11,20,9,13,12,75,12,15,49,8,9,20,12,8,12,13,17,13,8,8,13,11,11,12,8,11,13,125,9,15,11,15,12,9,7,8,13,8,15,11,7,12,15,16,9,12,11,9,15,15,17,8,13,8,17,9,10,10,10,7,9,8,17,9,13,13,20,7,11,9,13,12,8,16,15,12,12,13,15,17,17,11,21,9,11,17,13,212,8,10,11,9,17,13,108,8,11,11,12,13,8,9,20,20,8,11
19,15,9,14,28,12,15,21,321,9,15,8,314,9,9,12,17,16,327,9,21,10,9,0,22,10,9,14,22,14,12,9,14,11,9,10,14,9,9,17,9,14,10,12,205,17,9,8,19,9,16,22,16,61,16,12,9,19,9,22,15,29,293,177,12,10,12,9,12,14,14,9,9,9,19,12,97,252,12,9,14,9,21,9,9,11,12,14,8,11,22,8,8,19,9,18,28,12,16,9,14,11,18,9,12,9,50,9,12,19,10,247,9,153,22,28,19,9,9,21,22,9,14,16,12,9,15,215,17,9,9,21,14,12,11,9,22,21,9,9,14,16,28,9,19,8,9,10,8,21,344,8,8,21,8,12,29,134,14,10,21,9,14,9,63,17,22,22,22,12,12,12,191
21,14,11,17,8,8,14,17,9,11,14,8,9,15,124,8,9,13,22,19,9,9,8,22,0,8,26,9,196,17,8,11,9,12,19,7,8,30,9,9,140,16,9,11,9,9,9,9,13,9,9,282,13,17,9,8,9,30,9,7,9,11,9,9,13,9,15,9,11,16,9,19,19,11,9,11,13,22,9,11,17,19,9,11,19,8,11,9,9,8,9,15,8,8,11,16,30,9,9,19,16,12,16,30,11,9,9,11,8,9,9,22,11,9,343,10,13,9,11,10,10,11,16,13,8,9,11,9,9,11,10,8,9,11,12,9,297,35,19,10,11,11,10,14,30,8,9,9,9,10,9,8,9,10,8,8,11,9,16,9,9,11,17,9,9,9,8,301,202,11,13,8,22
14,24,12,14,218,12,9,9,10,12,9,17,10,12,9,12,11,13,10,11,13,12,10,10,8,0,11,10,12,14,73,12,10,8,11,226,10,10,10,10,12,10,12,8,10,17,18,11,11,24,13,11,21,11,13,12,11,10,14,12,11,11,10,10,11,8,12,12,12,8,10,9,11,24,11,10,10,28,8,24,11,9,10,24,9,11,9,10,17,8,11,12,17,10,10,8,10,12,17,9,10,8,8,10,9,14,9,12,12,14,12,28,24,9,8,24,11,24,24,10,12,12,10,13,138,11,8,10,17,24,12,9,10,8,8,18,12,10,9,10,10,17,24,9,10,17,12,12,12,10,10,17,12,10,11,9,85,9,8,12,10,10,11,12,9,10,10,9,12,9,11,9,28
9,12,9,9,11,9,12,11,9,9,12,11,9,244,11,9,15,10,9,9,8,12,11,9,26,11,0,12,16,9,12,9,12,8,9,9,8,8,12,25,16,8,12,12,9,25,226,15,9,9,220,16,9,16,94,9,18,8,18,15,16,9,9,9,9,20,22,269,12,11,8,24,9,9,18,9,16,9,9,12,16,24,7,9,24,11,10,12,12,11,15,22,11,8,15,24,8,9,12,24,8,10,12,8,10,18,12,8,12,18,12,9,12,9,16,8,9,9,12,8,15,9,11,13,11,8,8,9,25,9,16,11,12,12,8,180,16,11,24,22,9,24,10,12,8,12,9,12,9,8,9,11,9,8,11,10,9,9,24,9,7,9,16,248,12,25,15,15,16,12,14,10,9
12,13,8,12,10,18,13,13,14,8,13,9,14,12,13,18,7,8,14,11,7,11,13,14,9,10,12,0,9,12,12,8,337,11,11,10,17,18,217,17,9,314,11,11,9,9,12,11,12,8,12,9,9,9,12,11,14,18,12,8,9,13,9,9,12,11,12,12,11,181,318,13,11,8,12,17,9,14,12,9,9,13,13,8,13,12,12,355,128,9,11,12,9,18,17,11,18,11,104,13,314,11,11,18,12,12,14,12,12,12,12,14,13,14,9,10,8,8,13,9,11,8,229,15,10,14,12,9,9,8,12,9,340,11,11,11,9,13,13,9,17,10,10,13,18,66,8,11,9,9,9,9,8,9,11,12,13,14,194,8,13,17,9,12,14,17,18,9,9,11,12,12,14
21,10,8,17,8,14,10,12,9,9,10,11,9,15,8,14,20,13,22,9,12,9,9,22,196,12,16,9,0,17,11,9,9,7,19,12,7,30,9,9,241,16,9,11,9,9,15,20,8,9,12,257,13,17,12,16,20,30,10,7,9,12,9,9,8,9,15,15,11,16,9,9,9,8,10,10,13,22,7,11,17,14,12,9,19,8,8,9,9,8,20,15,8,8,7,16,30,16,9,14,16,7,16,30,11,10,9,60,7,10,9,22,11,9,218,10,8,9,11,10,7,9,16,13,11,20,9,9,9,9,111,8,9,11,7,15,294,12,9,10,7,11,10,10,30,7,9,9,9,10,9,8,9,10,9,8,12,9,16,9,12,7,17,15,9,9,8,147,297,11,11,8,22
268,12,8,347,14,11,12,11,19,8,12,11,12,9,7,11,12,10,19,9,12,18,7,14,17,14,9,12,17,0,9,8,12,8,9,11,7,10,9,21,17,12,18,8,14,11,12,12,18,8,10,17,12,126,10,7,8,10,18,10,71,11,14,14,62,8,9,9,8,12,12,11,9,8,18,15,75,9,175,8,319,11,12,8,9,9,9,12,9,9,10,10,11,10,7,8,15,7,9,11,12,8,8,10,9,18,19,12,9,18,18,9,8,9,17,12,18,8,8,12,10,8,12,10,9,12,8,14,11,8,11,9,12,8,8,12,17,12,11,10,7,11,12,12,10,9,8,18,12,12,14,11,11,12,8,9,11,9,12,11,12,7,148,9,19,11,10,21,17,8,38,9,9
9,12,10,9,165,12,12,9,8,10,12,12,8,12,9,12,16,8,8,11,13,22,12,12,8,73,12,12,11,9,0,8,12,9,11,8,10,14,12,13,9,13,22,12,16,13,12,16,10,10,8,8,15,17,8,12,9,14,10,16,17,19,12,17,8,8,205,12,12,13,11,8,11,10,10,13,17,8,9,10,9,12,10,10,8,10,20,12,12,10,16,115,12,8,10,13,14,12,12,12,13,9,12,14,20,10,12,9,259,10,22,8,10,8,8,12,10,10,10,10,16,9,13,15,213,11,9,12,12,10,9,9,12,12,9,12,8,10,8,10,13,8,12,12,14,12,10,22,12,10,12,12,8,10,11,20,8,8,13,8,10,13,17,12,12,13,16,9,8,12,8,20,8
8,10,278,8,12,12,10,13,9,306,10,15,9,8,13,12,8,13,9,15,12,171,17,9,11,12,9,8,9,8,8,0,8,9,15,12,18,10,9,13,9,16,184,8,15,13,8,8,9,306,9,9,13,15,13,12,23,10,23,15,15,13,9,15,8,172,9,8,12,16,16,10,15,177,9,17,15,9,8,72,8,10,12,306,10,17,18,8,9,17,15,9,14,9,17,16,10,12,9,10,16,9,8,10,18,23,11,9,9,23,24,9,156,11,11,9,8,306,30,12,15,298,16,13,15,11,9,9,13,305,9,18,9,12,9,8,9,13,10,7,17,9,9,10,10,9,306,162,12,12,9,14,224,12,17,17,13,11,16,218,12,17,15,8,12,13,15,13,9,12,11,17,8
12,13,8,12,10,18,13,13,14,8,13,9,14,12,13,18,7,8,14,11,8,11,13,14,9,10,12,337,9,12,12,8,0,11,11,10,15,18,242,9,9,296,11,11,9,9,12,11,12,8,12,9,9,9,8,11,14,18,12,11,9,13,9,9,12,11,12,12,11,163,300,13,11,8,12,15,9,14,12,9,9,13,13,8,13,12,12,362,153,9,11,9,9,18,13,11,18,11,129,13,296,11,11,18,12,12,14,12,12,12,12,14,13,14,9,10,8,8,13,9,11,8,211,15,10,14,12,9,9,8,12,15,362,11,11,11,9,13,13,9,15,10,10,13,18,91,8,11,9,9,9,9,8,9,11,12,13,14,176,8,13,15,9,12,14,9,18,9,9,11,12,12,14
8,8,9,8,9,8,8,8,11,9,8,27,11,8,12,8,18,27,11,8,12,10,7,11,12,8,8,11,7,8,9,9,11,0,11,16,14,8,11,10,168,11,9,11,11,10,8,18,12,9,9,12,9,8,9,8,13,8,13,18,12,16,11,11,12,9,12,8,11,7,11,8,11,9,13,14,12,11,8,8,8,8,12,9,8,27,12,11,12,27,18,12,27,8,14,11,8,8,12,8,11,263,11,8,12,13,13,179,9,13,10,11,8,13,12,8,12,9,8,12,18,9,11,9,9,11,234,11,10,9,212,12,11,11,329,8,12,12,8,12,14,11,8,8,8,12,9,9,13,12,11,16,9,12,13,27,16,13,10,9,12,14,8,8,13,10,18,12,7,11,8,27,11
9,13,15,9,11,9,13,11,9,15,13,8,9,14,8,9,9,16,9,271,10,10,13,9,19,11,9,11,19,9,11,15,11,11,0,11,7,11,11,20,9,14,8,9,8,8,14,9,11,15,9,9,16,8,10,10,11,11,8,11,8,11,8,8,11,8,11,14,9,14,14,81,214,15,11,13,8,9,9,11,9,29,11,15,121,12,9,11,9,8,9,9,14,11,13,8,16,11,16,9,14,8,8,11,9,11,11,8,11,11,8,9,15,9,9,13,11,15,11,10,12,15,14,16,11,9,11,8,14,15,8,14,11,9,8,14,9,8,83,10,8,16,13,13,11,9,15,7,11,10,9,14,15,10,88,9,15,11,14,15,11,13,8,14,11,20,11,19,9,9,8,9,9
11,24,12,11,122,9,9,11,10,12,9,17,10,9,8,9,10,13,10,11,10,13,10,10,7,226,9,10,12,11,8,12,10,16,11,0,20,10,10,8,16,10,13,8,10,17,9,10,9,9,13,12,18,11,13,9,11,10,14,12,11,115,10,10,9,13,8,9,9,8,10,9,11,9,9,20,10,29,8,9,8,9,8,9,9,11,9,10,17,8,10,8,17,10,20,8,10,9,18,9,10,16,8,10,9,14,9,16,8,14,14,29,9,9,7,24,9,24,11,10,12,12,10,18,42,10,16,10,17,9,16,9,10,20,16,9,12,8,9,10,20,18,24,9,10,18,12,13,9,10,10,17,12,10,11,9,189,9,8,12,8,20,11,9,9,20,10,10,12,9,9,9,28
7,20,18,7,10,8,20,12,14,18,20,8,9,12,22,8,15,17,14,7,12,18,12,14,8,10,8,17,7,7,10,18,15,14,7,20,0,8,8,138,14,17,18,15,11,27,12,15,12,9,17,7,8,7,17,8,11,8,11,8,7,20,11,11,12,18,10,12,15,17,17,20,12,9,12,266,11,14,8,8,7,20,12,9,20,8,11,17,11,8,15,15,8,10,265,15,15,8,11,20,17,14,15,8,7,11,11,14,10,11,11,9,9,11,8,15,12,9,8,12,8,9,17,8,10,15,14,11,8,9,14,8,17,15,14,12,7,12,20,11,266,11,15,20,8,11,9,18,11,12,11,8,9,12,12,8,20,11,17,9,12,266,7,12,11,170,15,8,7,15,12,8,11
10,10,10,10,10,19,10,9,9,10,10,9,9,8,8,19,8,21,9,11,12,9,13,9,30,10,8,18,30,10,14,10,18,8,11,10,8,0,18,10,19,10,9,19,15,10,8,63,12,10,11,30,11,16,21,19,12,345,12,269,16,8,15,15,12,9,14,8,19,11,18,9,11,10,12,11,16,22,11,18,10,9,9,10,9,8,9,18,18,8,181,22,9,331,13,15,176,11,18,9,10,20,19,371,9,12,8,8,14,9,8,22,10,8,30,25,12,10,18,9,214,10,11,21,10,12,8,15,10,10,8,13,18,19,20,8,30,9,9,9,11,16,44,10,331,18,10,9,8,9,22,9,10,9,13,9,8,8,15,10,9,13,10,8,8,10,307,30,30,19,12,9,9
8,13,9,9,10,8,13,8,9,9,13,10,9,12,8,11,12,12,9,11,8,11,11,9,9,10,12,217,9,9,12,9,242,11,11,10,8,18,0,9,9,176,11,11,9,9,9,12,8,9,24,9,26,9,8,11,13,18,13,11,9,13,9,9,8,11,12,24,11,43,180,13,11,9,8,11,9,9,7,13,9,13,11,9,13,9,12,259,251,9,12,9,10,18,11,11,18,11,227,13,176,11,11,18,12,13,9,12,12,13,12,9,13,9,9,10,8,9,13,9,11,9,91,11,10,12,12,9,9,9,12,9,307,11,11,12,9,11,13,9,11,108,10,13,18,189,9,11,9,9,9,10,11,9,11,9,13,9,56,11,11,11,9,24,9,9,18,9,9,11,10,9,9
9,14,13,21,10,14,8,19,17,13,8,95,17,25,10,14,14,9,17,20,19,13,8,17,9,10,25,17,9,21,13,13,9,10,20,8,138,10,9,0,8,17,13,15,17,286,25,14,26,13,25,9,9,21,8,8,8,10,26,14,21,10,17,17,8,13,13,25,15,17,17,16,8,11,26,185,21,17,8,10,21,8,19,13,20,8,17,17,9,8,14,13,15,10,137,15,13,8,9,8,17,10,15,10,17,26,9,8,13,26,8,12,10,9,9,14,26,13,10,19,14,13,17,9,10,11,10,17,214,13,10,11,9,15,10,9,9,19,8,9,150,9,14,8,12,9,13,13,9,19,17,100,13,19,8,33,10,9,17,13,19,151,21,25,9,319,14,9,9,15,8,33,9
