# Generated by ../matriz.pl date: Tue Sep 17 09:40:22 2013
# pairs file: pairs_conservative.txt symetric matrix 127 fragments
12,355,10,12,12,14,330,8,9,10,0,8,15,11,14,14,8,17,15,159,8,10,12,15,8,245,17,20,338,24,10,13,10,10,13,24,20,10,13,12,10,13,10,14,12,12,12,8,13,11,17,270,12,12,13,13,17,10,12,8,20,7,12,20,9,12,12,9,14,9,13,138,13,11,8,10,15,10,12,15,8,14,17,9,17,294,10,14,12,12,12,14,9,14,8,17,8,13,14,11,15,9,9,9,14,13,201,20,8,17,10,8,56,12,10,10,13,12,9,14,13,12,9,12,17,8,14
11,10,17,11,8,12,9,12,11,17,8,0,8,8,12,12,9,10,8,9,14,17,8,8,27,9,74,51,9,17,9,9,17,9,8,17,8,9,10,179,27,9,17,12,8,212,8,19,10,11,11,10,8,10,9,69,10,17,8,11,8,11,10,8,17,11,10,17,12,9,25,9,11,17,27,9,11,9,10,11,14,9,241,10,10,10,12,12,8,27,10,12,9,10,425,11,27,9,12,8,27,11,11,17,9,9,10,82,27,483,27,14,9,11,274,9,9,11,9,12,8,10,17,8,11,12,10
19,15,9,14,12,12,15,21,453,10,15,8,0,9,9,12,9,16,360,9,21,10,9,473,11,9,12,17,9,10,19,24,10,28,9,10,9,9,9,17,11,14,10,12,230,17,9,9,19,9,9,28,9,12,24,12,12,10,9,9,9,9,12,16,9,24,12,10,12,14,14,9,9,9,11,19,483,9,8,13,21,12,12,9,9,28,9,12,329,11,12,59,21,9,11,9,11,19,9,9,11,279,307,10,15,24,28,17,11,15,11,21,9,24,8,19,9,14,14,9,9,9,10,222,9,9,9
9,11,12,9,11,9,11,11,9,9,11,8,9,0,11,12,15,9,9,14,8,8,11,9,7,14,8,25,14,9,8,18,12,8,14,9,12,15,12,25,8,11,8,12,9,25,277,15,18,315,44,11,11,12,14,8,12,8,11,11,12,8,12,25,9,9,12,9,12,8,8,14,9,9,7,15,9,15,12,8,8,12,14,18,9,11,15,12,9,8,12,12,9,8,8,9,8,18,11,250,8,9,9,9,15,9,11,25,8,14,8,8,11,9,8,8,18,9,11,8,11,12,9,9,22,8,8
7,14,13,8,9,9,14,154,9,13,14,12,9,11,0,8,7,16,9,8,10,13,14,9,12,14,8,11,14,8,8,13,13,10,8,8,22,8,8,12,11,13,13,7,15,12,11,7,9,16,16,14,14,9,13,8,9,13,11,8,22,13,9,22,12,8,9,10,7,13,13,8,8,12,12,8,9,8,9,11,13,13,8,9,16,14,62,9,8,12,9,9,8,9,12,16,11,13,218,11,11,9,9,8,8,13,14,11,11,12,12,18,8,8,12,8,13,7,13,8,14,9,10,15,16,85,9
11,14,12,10,12,278,9,14,12,12,14,12,12,12,8,0,8,10,12,9,9,15,14,12,8,9,12,8,9,9,19,24,12,19,9,9,8,19,14,14,8,18,15,115,11,14,9,8,24,10,10,14,18,12,24,12,10,12,18,18,8,9,11,8,12,7,9,9,204,18,18,9,18,12,8,19,12,19,10,8,9,96,12,8,11,14,7,278,10,8,10,278,9,10,8,10,8,24,8,12,8,171,131,9,9,24,14,14,8,12,8,9,18,13,8,19,11,11,18,10,18,10,9,11,10,9,10
12,8,10,12,11,9,8,9,14,11,8,9,9,15,7,8,0,8,14,9,9,10,9,14,18,9,12,14,11,10,8,12,10,8,9,10,15,110,12,14,20,20,10,9,17,14,15,259,8,15,8,11,9,16,8,12,16,10,15,12,15,8,16,14,8,12,16,10,9,20,20,11,12,8,18,135,9,66,16,18,9,9,12,50,8,11,9,9,17,20,16,9,18,16,9,8,18,14,9,8,18,9,9,10,255,12,8,14,18,9,20,9,9,12,9,21,14,12,20,9,9,16,10,17,11,9,16
10,17,13,10,13,10,17,10,16,24,17,10,16,9,16,10,8,0,16,16,10,13,10,16,27,17,13,11,17,18,21,18,24,12,16,18,17,21,20,16,27,15,13,17,12,9,9,21,16,30,375,17,10,8,15,13,9,13,10,16,17,10,8,12,13,15,8,18,15,15,15,9,16,24,27,21,16,21,12,27,10,15,8,16,401,17,13,10,12,27,8,10,17,15,10,472,27,18,10,9,27,10,10,18,21,15,17,9,27,10,27,10,16,15,10,21,18,10,15,15,10,15,13,12,297,10,10
19,15,9,9,12,12,15,8,360,10,15,8,360,9,9,12,14,16,0,9,9,10,9,360,11,9,12,17,9,10,19,24,10,28,9,10,14,9,9,17,11,14,10,12,138,17,9,8,19,9,9,28,9,8,24,12,8,10,9,9,14,9,8,16,9,24,8,10,12,14,14,9,9,9,11,19,360,9,8,15,9,12,12,9,9,28,22,12,237,11,8,12,14,9,11,9,11,19,9,9,11,200,228,10,22,24,28,17,11,15,11,9,9,24,8,19,9,19,14,9,9,9,10,130,9,9,9
9,218,10,9,11,11,240,11,9,10,159,9,9,14,8,9,9,16,9,0,10,10,13,15,8,370,9,20,287,11,11,16,10,16,261,11,20,11,11,14,9,14,10,9,15,14,14,9,9,14,16,74,148,11,9,13,11,10,53,134,20,10,11,20,15,9,11,9,14,14,14,255,204,15,8,11,15,11,11,11,10,14,9,9,16,98,19,11,15,8,11,11,9,10,8,16,8,16,8,14,8,11,11,9,11,9,13,20,8,9,9,10,363,9,8,11,16,9,14,10,219,11,9,15,10,10,10
11,8,12,12,10,9,8,267,21,12,8,14,21,8,10,9,9,10,9,10,0,12,13,21,12,11,16,12,8,10,9,10,12,12,10,10,12,12,9,14,10,9,12,9,21,8,8,9,10,8,10,8,13,13,11,16,15,12,12,10,12,277,15,11,17,8,13,10,9,7,9,8,10,11,12,12,21,12,15,12,347,9,16,11,10,8,11,9,21,10,13,9,15,63,8,10,12,10,147,8,12,9,9,10,9,11,12,12,12,15,10,348,10,8,8,9,10,12,7,72,13,72,10,21,10,348,123
18,10,230,18,12,15,10,13,10,356,10,17,10,8,13,15,10,13,10,10,12,0,16,10,10,10,20,13,10,12,10,12,403,10,15,12,18,10,11,13,10,9,459,15,17,13,8,10,12,9,13,9,17,22,12,10,22,457,17,12,18,12,22,18,193,18,22,13,15,9,9,10,15,137,10,10,10,10,22,9,12,15,17,12,13,10,9,15,17,10,22,15,52,12,17,13,10,12,13,8,10,10,10,13,10,12,10,13,10,17,10,12,12,18,14,9,12,18,9,12,16,22,16,17,13,12,15
7,12,17,8,11,14,12,13,9,16,12,8,9,11,14,14,9,10,9,13,13,16,0,9,7,13,8,12,12,10,13,15,17,15,13,10,12,13,15,8,9,9,17,20,9,8,11,12,15,11,10,15,265,12,20,8,12,17,286,116,12,13,12,12,12,20,12,10,9,9,9,12,100,12,7,13,9,13,11,7,13,9,8,15,10,15,8,11,9,9,12,11,13,8,11,10,7,15,13,11,8,11,11,10,13,20,15,12,7,8,9,13,124,20,11,13,15,7,9,8,272,8,10,9,10,13,8
19,15,9,14,12,12,15,21,440,10,15,8,473,9,9,12,14,16,360,15,21,10,9,0,11,9,12,17,9,10,19,24,10,28,9,10,14,9,9,17,11,14,10,12,192,17,9,8,19,9,9,28,9,12,24,12,12,10,9,9,14,9,12,16,9,24,12,10,12,14,14,9,9,9,11,19,464,9,8,13,21,12,12,9,9,28,22,12,291,11,12,39,21,9,11,9,11,19,9,9,11,259,287,10,22,24,28,17,11,15,11,21,9,24,8,19,9,14,14,9,9,9,10,184,9,9,9
8,8,9,8,8,8,8,12,11,9,8,27,11,7,12,8,18,27,11,8,12,10,7,11,0,11,9,10,8,16,8,12,9,8,11,16,14,18,11,10,240,11,9,11,11,10,7,18,13,10,9,8,11,9,8,12,12,9,25,7,14,12,9,14,9,8,9,16,11,11,11,8,11,9,251,18,11,18,12,188,12,11,27,13,9,8,12,8,11,280,9,13,10,12,27,9,263,12,8,7,242,13,11,16,18,8,8,10,248,27,281,12,11,8,27,8,12,8,10,12,11,12,16,11,9,12,12
9,304,10,9,8,11,326,11,9,10,245,9,9,14,14,9,9,17,9,370,11,10,13,9,11,0,9,20,373,9,11,16,10,16,165,9,20,11,10,14,9,10,10,8,15,14,14,9,9,14,17,160,52,15,9,13,9,10,13,38,20,11,15,20,15,9,15,9,18,10,10,255,108,15,8,11,15,11,9,11,8,9,9,9,17,184,19,11,15,8,15,11,9,9,8,17,8,16,14,14,8,11,11,9,11,9,91,20,8,9,9,8,267,9,8,11,16,9,9,9,123,9,9,15,17,17,9
9,13,18,9,9,12,9,9,12,18,17,74,12,8,8,12,12,13,12,9,16,20,8,12,9,9,0,33,9,9,9,9,18,10,9,9,7,9,12,10,9,12,20,12,20,10,8,12,10,10,13,13,8,20,8,258,13,18,11,8,7,16,20,33,18,9,13,9,12,12,12,9,8,18,9,9,12,9,24,7,16,8,163,14,13,13,11,12,20,9,13,12,61,24,10,13,9,9,9,8,9,15,15,9,12,9,13,10,9,99,9,16,9,9,8,9,9,9,8,24,8,24,9,20,13,16,24
11,14,10,21,10,8,20,12,17,13,20,51,17,25,11,8,14,11,17,20,12,13,12,17,10,20,33,0,20,10,10,20,13,13,8,20,219,14,9,353,10,17,13,15,17,242,25,14,26,25,11,14,12,13,12,17,13,13,72,12,214,12,13,298,9,8,13,10,17,17,17,20,12,9,10,14,17,14,13,10,12,17,15,26,12,14,9,8,17,10,13,9,11,13,96,12,10,26,12,9,10,9,9,20,14,12,14,443,10,39,10,12,12,8,8,10,26,21,17,9,12,13,10,17,15,12,13
12,397,10,12,12,11,411,8,9,10,338,9,9,14,14,9,11,17,9,287,8,10,12,9,8,373,9,20,0,9,10,13,10,10,82,9,20,10,13,14,10,13,10,12,12,14,14,14,13,14,17,253,12,12,13,13,9,10,12,8,20,8,12,20,9,12,12,9,12,9,13,255,25,11,8,10,15,10,9,20,8,12,9,9,17,277,19,11,12,12,12,11,9,9,8,17,8,13,14,14,20,11,11,9,14,13,184,20,8,9,10,8,184,12,14,10,13,12,9,9,40,9,9,12,17,8,9
11,24,71,11,115,9,9,11,10,12,24,17,10,9,8,9,10,18,10,11,10,12,10,10,16,9,9,10,9,0,10,9,24,10,11,367,20,10,10,17,16,10,12,8,10,17,9,10,9,9,13,9,11,8,9,9,8,12,11,11,20,10,8,10,9,8,8,331,9,8,10,9,11,9,16,10,10,10,8,16,10,8,15,14,13,9,13,9,10,16,17,9,15,8,17,18,16,9,8,9,16,12,28,267,10,9,24,10,16,17,16,10,11,8,8,10,9,8,8,8,11,8,262,10,13,10,10
10,10,10,16,10,19,10,9,19,10,10,9,19,8,8,19,8,21,19,11,9,10,13,19,8,11,9,10,10,10,0,12,10,134,11,12,8,333,18,10,8,10,10,19,15,10,8,53,12,8,21,10,11,14,12,9,14,10,13,11,8,9,14,11,10,10,14,12,19,11,18,12,11,10,8,333,22,333,14,8,9,19,9,8,21,10,7,19,16,8,14,19,13,14,9,21,8,12,8,8,8,8,22,11,217,12,53,10,8,9,8,9,11,15,8,317,12,10,11,22,11,14,11,15,21,9,14
67,13,8,60,11,24,13,10,24,8,13,9,24,18,13,24,12,18,24,16,10,12,15,24,12,16,9,20,13,9,12,0,18,12,9,9,12,12,8,20,8,12,18,14,10,20,18,12,262,18,15,13,15,11,271,9,9,18,15,15,12,10,9,20,12,153,11,9,14,12,12,16,15,8,12,12,24,12,10,8,10,14,9,29,18,13,9,14,10,12,11,14,9,10,9,18,12,276,13,18,12,24,24,11,15,353,13,20,12,9,12,10,15,185,9,15,242,96,7,10,15,10,11,10,15,10,10
18,10,324,18,12,12,10,13,10,450,10,17,10,12,13,12,10,24,10,10,12,403,17,10,9,10,18,13,10,24,10,18,0,10,15,12,18,10,9,13,12,9,403,15,17,13,12,10,9,9,13,9,17,10,11,18,10,440,17,12,18,12,10,18,287,18,10,24,12,9,9,10,15,231,9,10,10,10,10,9,12,15,17,23,24,10,9,15,17,9,10,15,18,10,17,24,9,8,13,12,12,10,10,24,10,18,10,13,9,17,9,12,12,18,12,9,8,18,9,9,16,10,17,17,13,12,9
15,10,10,16,10,19,10,10,28,10,10,9,28,8,10,19,8,12,28,16,12,10,15,28,8,16,10,13,10,10,134,12,10,0,16,12,15,161,18,13,8,10,10,19,11,13,8,8,12,8,11,218,15,14,12,10,14,10,15,16,15,12,14,15,10,15,14,12,19,12,18,9,16,10,8,147,28,156,14,8,12,19,9,8,11,171,30,19,28,8,14,26,13,14,13,24,8,12,10,8,8,26,28,27,18,12,284,13,8,9,8,12,16,15,8,118,12,15,12,12,15,14,27,11,11,10,14
9,13,15,9,11,11,35,11,9,15,13,8,9,14,8,9,9,16,9,261,10,15,13,9,11,165,9,8,82,11,11,9,15,16,0,11,7,11,11,14,9,14,15,9,8,14,14,9,11,14,16,13,152,11,8,9,11,15,57,138,7,10,11,8,15,9,11,15,14,14,14,71,208,15,8,11,9,11,11,11,10,14,9,11,16,13,9,11,8,8,11,11,8,10,8,16,8,11,8,14,8,11,11,15,11,9,13,20,8,12,9,10,265,9,8,11,11,9,14,10,223,11,15,8,10,10,10
11,24,57,11,111,9,9,11,10,12,24,17,10,9,8,9,10,18,10,11,10,12,10,10,16,9,9,20,9,367,12,9,12,12,11,0,20,10,10,17,16,10,12,8,10,17,9,10,9,9,13,9,11,8,9,9,8,12,11,11,20,10,8,20,9,8,8,317,9,8,10,9,11,9,16,10,10,12,8,16,10,8,15,14,13,9,13,9,10,16,13,9,15,8,17,18,16,9,8,9,16,12,28,260,10,9,24,20,16,17,16,10,11,8,8,12,9,8,8,8,11,8,248,10,13,10,10
7,20,18,7,10,8,20,12,14,18,20,8,9,12,22,8,15,17,14,20,12,18,12,14,14,20,7,219,20,20,8,12,18,15,7,20,0,15,8,129,14,17,9,15,10,18,12,15,12,12,8,20,12,10,12,7,10,9,110,12,252,12,10,218,9,8,10,20,17,17,17,20,12,9,14,15,9,8,10,14,12,17,8,11,8,20,7,11,14,14,10,11,8,10,8,8,14,12,12,12,14,11,11,20,15,12,15,257,14,8,14,12,12,8,8,10,12,7,17,7,12,10,20,10,15,12,15
10,10,10,16,10,19,10,9,9,10,10,9,9,15,8,19,110,21,9,11,12,10,13,9,18,11,9,14,10,10,333,12,10,161,11,10,15,0,18,14,18,10,10,19,15,14,15,219,12,15,21,14,11,16,12,9,16,10,13,11,15,9,16,14,10,10,16,10,19,20,18,9,11,10,18,512,22,477,16,18,9,19,12,12,21,44,30,19,16,18,16,19,13,16,9,21,18,12,9,8,18,8,22,10,383,12,80,14,18,9,18,9,11,12,8,394,12,10,20,12,11,16,10,15,21,9,16
8,13,13,9,10,14,13,8,9,9,13,10,9,12,8,14,12,20,9,11,9,11,15,9,11,10,12,9,13,10,18,8,9,18,11,10,8,18,0,10,9,164,11,11,9,10,9,12,13,9,9,16,11,8,11,15,12,9,11,11,11,9,8,9,9,12,12,13,11,70,168,13,11,9,11,18,9,18,9,12,9,11,9,13,11,13,9,14,9,11,12,14,13,9,10,38,11,13,8,12,11,14,14,13,12,11,10,9,11,10,11,9,11,11,10,18,13,9,11,9,11,9,13,9,9,9,9
11,14,10,11,10,14,14,12,17,13,12,179,17,25,12,14,14,16,17,14,14,13,8,17,10,14,10,353,14,17,10,20,13,13,14,17,129,14,10,0,10,17,13,15,17,370,25,14,26,25,9,14,8,13,8,17,13,13,14,8,124,10,13,209,11,11,13,17,17,17,17,14,8,11,10,14,17,14,13,10,14,17,10,26,9,14,9,8,17,10,13,9,11,13,224,16,10,26,12,9,10,9,9,17,14,8,14,384,10,167,10,14,8,11,49,10,26,11,17,9,8,13,17,17,17,14,13
8,10,12,17,9,8,10,12,11,12,10,27,11,8,11,8,20,27,11,9,10,10,9,11,240,9,9,10,10,16,8,8,12,8,9,16,14,18,9,10,0,9,9,14,11,10,8,20,10,16,9,10,9,9,11,9,12,9,25,9,14,10,9,14,9,8,9,12,11,8,9,9,9,9,210,18,11,18,12,308,10,14,27,10,9,10,113,8,11,438,9,13,10,10,27,9,336,8,12,8,404,13,13,12,20,11,10,10,315,27,458,10,9,8,27,8,8,17,10,10,9,10,12,11,12,10,10
12,13,13,12,13,18,13,13,14,9,13,9,14,11,13,18,20,15,14,14,9,9,9,14,11,10,12,17,13,10,10,12,9,10,14,10,17,10,164,17,9,0,9,63,18,9,8,11,28,15,15,16,11,13,10,12,7,16,11,11,17,9,11,17,16,12,13,13,200,347,371,13,11,16,11,10,14,10,11,13,9,246,12,28,15,13,16,11,18,11,13,9,9,9,25,15,11,8,13,8,11,14,14,13,8,12,10,17,11,12,11,9,11,12,25,10,7,12,257,9,11,9,13,18,15,13,9
18,10,230,18,12,15,10,13,10,356,10,17,10,8,13,15,10,13,10,10,12,459,17,10,9,10,20,13,10,12,10,18,403,10,15,12,9,10,11,13,9,9,0,15,17,13,8,10,12,9,13,9,17,22,12,10,22,457,17,12,18,12,22,18,193,18,22,13,15,9,9,10,15,137,9,10,10,10,22,9,12,15,17,12,13,10,9,15,17,9,22,15,22,8,17,13,9,12,13,8,12,10,10,13,10,12,10,13,9,17,9,12,12,18,14,9,12,18,9,8,16,22,16,17,13,12,11
8,14,8,10,8,135,8,12,12,8,14,12,12,12,7,115,9,17,12,9,9,15,20,12,11,8,12,15,12,8,19,14,15,19,9,8,15,19,11,15,14,63,15,0,9,15,9,9,14,9,9,14,9,12,24,12,12,15,14,9,15,12,12,15,8,8,12,7,284,33,11,8,9,8,11,19,12,19,12,10,12,265,12,28,14,14,11,213,10,11,12,216,9,9,9,8,11,14,8,24,11,12,12,7,9,24,14,15,11,12,11,12,9,8,9,19,14,8,62,9,9,9,7,11,14,12,9
8,15,15,14,11,11,12,21,205,17,12,8,230,9,15,11,17,12,138,15,21,17,9,192,11,15,20,17,12,10,15,10,17,11,8,10,10,15,9,17,11,18,17,9,0,17,9,8,9,9,12,15,8,17,10,10,17,17,9,11,11,8,17,16,9,10,17,15,9,18,12,15,11,9,11,15,183,15,17,15,21,9,12,9,12,15,9,9,346,11,17,9,21,17,12,12,11,9,21,9,11,8,8,10,15,10,12,17,11,8,11,21,11,10,8,15,9,14,18,7,9,17,15,313,12,21,17
11,14,10,11,18,14,14,12,17,13,12,212,17,25,12,14,14,9,17,14,8,13,8,17,10,14,10,242,14,17,10,20,13,13,14,17,18,14,10,370,10,9,13,15,17,0,25,14,26,25,9,14,8,13,9,17,13,13,8,8,13,8,13,98,15,11,13,17,15,16,16,14,8,11,10,14,17,14,13,10,14,15,10,26,9,14,9,8,17,10,13,17,11,13,257,16,10,26,12,9,10,8,8,17,14,9,14,273,10,200,10,14,8,11,82,10,26,11,15,9,8,13,17,17,12,8,13
12,12,12,12,11,9,12,11,9,9,12,8,9,277,11,9,15,9,9,14,8,8,11,9,7,14,8,25,14,9,8,18,12,8,14,9,12,15,9,25,8,8,8,9,9,25,0,15,18,277,25,9,11,12,14,8,12,8,11,11,12,8,12,25,9,12,12,9,12,8,8,14,9,9,7,15,9,15,12,8,8,12,14,18,9,12,15,12,9,8,12,12,9,8,8,9,8,18,11,231,8,9,9,9,15,14,9,25,8,14,8,8,11,12,8,8,18,12,11,8,11,12,9,9,9,8,8
12,8,10,12,8,9,8,9,8,8,8,19,9,15,7,8,259,21,8,9,9,10,12,8,18,9,12,14,14,10,53,12,10,8,9,10,15,219,12,14,20,11,10,9,8,14,15,0,9,15,21,11,9,16,9,12,16,10,15,12,15,8,16,14,8,12,16,10,9,20,20,14,12,8,18,244,9,175,16,18,9,9,12,61,21,11,9,9,17,20,16,9,18,16,9,21,18,9,9,8,18,9,9,10,364,9,8,14,18,9,20,9,9,12,9,130,9,12,20,9,9,16,10,17,21,9,16
11,13,9,12,11,24,13,10,19,9,13,10,19,18,9,24,8,16,19,9,10,12,15,19,13,9,10,26,13,9,12,262,9,12,11,9,12,12,13,26,10,28,12,14,9,26,18,9,0,18,16,13,15,11,173,10,10,9,15,15,12,10,10,26,12,18,11,9,14,12,12,16,15,8,13,12,19,12,10,13,10,14,10,203,16,13,11,14,9,13,11,14,12,10,9,16,13,314,13,18,13,19,19,11,15,198,13,26,13,10,13,10,15,30,8,15,256,18,28,9,15,10,11,9,16,10,10
9,11,9,16,11,10,11,16,9,9,11,11,9,315,16,10,15,30,9,14,8,9,11,9,10,14,10,25,14,9,8,18,9,8,14,9,12,15,9,25,16,15,9,9,9,25,277,15,18,0,169,11,11,12,14,10,22,9,11,11,12,8,12,25,9,9,12,9,12,15,15,14,9,9,10,15,9,15,22,8,8,12,10,18,21,11,26,10,16,16,12,10,9,22,11,69,8,18,16,250,8,10,10,9,15,9,11,25,8,11,16,8,11,9,11,8,18,9,15,22,11,22,9,9,147,16,22
10,17,9,10,13,10,17,10,9,13,17,11,9,44,16,10,8,375,9,16,10,13,10,9,9,17,13,11,17,13,21,15,13,11,16,13,8,21,9,9,9,15,13,9,12,9,25,21,16,169,0,17,10,8,15,13,22,13,10,16,17,10,8,17,9,15,8,21,9,15,15,9,16,9,27,21,16,21,22,27,10,9,10,16,366,17,13,10,16,27,8,10,17,22,11,414,27,13,10,9,27,10,10,9,21,15,17,9,27,11,27,10,16,15,11,21,13,10,15,22,10,22,11,12,414,10,10
12,296,9,12,12,14,245,10,28,9,270,10,28,11,14,14,11,17,28,74,8,9,15,28,8,160,13,14,253,9,10,13,9,218,13,9,20,14,16,14,10,16,9,14,15,14,9,11,13,11,17,0,15,19,13,13,19,9,15,16,20,8,19,14,18,12,19,12,14,12,16,53,16,18,8,27,28,35,19,8,8,14,17,9,17,462,10,14,28,12,19,14,12,19,10,17,8,13,14,11,8,26,28,9,14,13,440,14,8,10,10,8,16,12,8,10,13,12,12,8,15,19,9,12,17,10,19
9,12,17,13,11,18,12,13,9,17,12,8,9,11,14,18,9,10,9,148,13,17,265,9,11,52,8,12,12,11,11,15,17,15,152,11,12,11,11,8,9,11,17,9,8,8,11,9,15,11,10,15,0,11,20,8,12,17,352,284,12,10,11,12,12,20,11,10,14,14,14,12,282,12,11,11,9,11,13,12,13,14,8,15,16,15,8,18,8,12,11,18,13,13,8,16,12,15,13,11,12,9,9,10,11,20,15,12,12,8,12,13,306,20,8,11,15,9,14,13,447,13,10,8,10,13,13
9,12,10,9,218,12,12,10,12,10,12,10,12,12,9,12,16,8,8,11,13,22,12,12,9,15,20,13,12,8,14,11,10,14,11,8,10,16,8,13,9,13,22,12,17,13,12,16,11,12,8,19,11,0,11,20,176,22,11,11,10,10,264,13,10,9,378,8,13,13,13,8,11,10,9,14,12,14,222,9,10,13,20,10,15,12,8,12,17,9,389,12,15,163,10,15,9,11,9,12,9,12,12,8,16,11,14,13,9,20,9,10,11,9,11,14,11,9,13,13,11,194,8,17,8,10,149
