# Generated by ../matriz.pl date: Tue Sep 17 09:46:28 2013
# pairs file: pairs_raw.txt symetric matrix 177 fragments
12,354,115,12,24,14,329,16,17,10,0,10,17,11,16,14,12,17,17,159,8,10,21,17,16,24,12,13,10,12,12,10,13,9,8,24,21,12,13,21,14,13,10,14,17,12,12,18,17,10,10,10,17,17,11,14,11,12,11,18,12,11,17,17,17,17,17,10,14,11,13,137,13,13,17,21,12,9,12,9,12,249,8,10,191,151,13,13,15,13,18,14,12,12,21,11,12,9,17,274,13,14,16,16,8,11,14,9,12,10,15,17,9,9,16,132,17,10,9,8,18,10,13,17,10,11,11,17,12,10,12,15,13,14,11,12,11,14,13,11,21,16,149,314,13,13,10,10,9,8,17,12,10,8,21,13,19,9,14,10,16,21,12,10,9,21,12,16,10,14,13,17,14,14,13,14,43
15,10,17,15,8,12,10,12,19,17,10,0,19,10,12,12,11,10,19,12,10,17,27,19,13,17,11,10,14,12,10,17,10,11,27,17,10,11,11,179,27,18,17,12,19,212,11,11,10,17,11,14,22,15,11,12,10,19,10,19,12,12,19,19,10,15,15,12,22,14,18,12,12,17,18,11,12,11,11,12,11,10,12,17,10,265,210,18,12,296,11,22,288,22,27,27,27,12,22,10,18,12,13,22,27,10,11,12,10,10,10,19,17,8,13,10,10,17,17,12,19,17,12,11,12,12,12,19,154,17,27,29,18,12,27,15,11,12,18,14,11,22,10,10,19,22,17,12,12,12,19,337,156,10,27,218,17,11,12,17,12,27,27,27,12,68,19,13,13,12,10,333,10,12,22,22,12
19,17,10,14,9,12,17,21,453,10,17,19,0,9,13,12,9,16,359,11,9,18,20,472,74,74,74,64,64,49,19,19,19,19,19,25,19,22,9,17,15,14,11,12,230,17,14,18,14,10,16,22,15,172,14,12,14,22,13,14,53,29,371,234,24,10,12,15,9,9,14,15,12,10,14,17,122,297,24,10,24,14,14,10,11,19,19,14,17,19,13,12,12,22,17,12,28,12,15,17,14,12,13,22,15,13,203,15,12,14,10,401,29,252,13,28,24,11,10,9,22,9,14,16,12,13,15,265,17,11,15,21,14,12,15,14,9,11,9,9,14,16,28,17,22,11,11,10,53,9,419,19,13,9,20,19,29,233,14,11,21,17,14,9,283,17,22,13,22,12,24,19,290,9,14,9,12
19,11,12,9,22,22,11,11,9,9,11,10,9,0,16,22,15,20,9,14,8,20,11,9,16,22,286,12,15,9,15,9,12,20,20,20,20,15,12,25,12,12,20,12,21,25,277,15,20,9,115,30,30,21,33,22,18,12,18,15,9,9,9,21,20,20,15,15,12,315,12,21,9,9,18,25,21,9,12,12,12,14,12,9,14,12,21,12,12,12,15,14,8,12,25,24,10,22,12,24,24,22,16,12,9,18,12,9,15,18,20,9,9,9,16,11,20,12,12,9,15,9,24,20,22,10,8,9,25,12,8,21,12,22,12,12,15,12,12,250,9,24,11,24,12,12,9,23,22,23,9,13,24,9,11,24,9,22,9,11,11,25,11,297,22,25,15,16,15,22,24,9,10,12,12,14,24
19,16,13,9,9,9,16,153,13,13,16,12,13,16,0,11,9,16,13,16,13,13,12,13,183,9,24,13,8,14,9,13,13,8,12,9,9,9,11,12,12,13,13,11,8,12,24,15,13,13,16,54,13,9,16,11,9,9,9,9,9,10,9,9,16,13,11,12,13,24,13,16,9,13,13,11,9,13,13,10,14,16,119,13,16,16,9,13,11,10,9,9,12,9,11,11,14,10,13,16,13,11,271,11,12,9,13,12,11,9,12,13,13,13,187,14,16,13,11,11,11,13,13,16,9,9,12,9,12,13,12,16,13,11,12,10,9,8,9,24,11,11,14,16,9,11,13,13,9,13,13,12,13,19,19,9,10,13,13,13,160,11,9,24,13,22,9,271,9,9,13,10,13,13,13,11,8
19,14,12,10,12,278,14,16,12,12,14,12,12,22,11,0,18,15,12,15,16,15,15,12,13,18,22,11,16,10,12,12,8,24,24,9,8,19,26,11,9,11,15,115,18,17,22,9,24,12,22,16,14,18,15,270,12,19,12,10,18,9,12,18,24,15,10,9,10,22,11,9,15,12,16,20,18,12,12,13,12,9,16,12,15,12,12,11,8,12,10,10,8,19,16,16,19,238,26,14,10,278,13,26,11,12,109,9,10,12,10,12,12,42,13,14,24,15,12,16,10,12,10,15,12,11,11,12,17,12,9,11,11,217,11,15,15,9,11,12,16,16,14,14,19,26,15,15,190,16,12,17,11,16,18,12,9,178,58,15,16,16,16,22,185,12,19,13,16,233,24,12,50,16,8,10,15
12,9,12,12,11,11,11,9,17,11,12,11,9,15,9,18,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,110,21,14,20,20,10,11,10,14,15,259,10,9,15,20,19,17,11,19,87,9,36,119,17,12,17,17,12,11,16,20,12,15,9,9,12,9,10,14,17,14,12,17,12,11,12,9,9,11,12,20,21,11,223,162,162,136,14,15,9,11,19,21,8,11,9,21,18,10,11,18,16,10,10,19,12,11,10,9,12,10,12,12,70,15,15,12,19,205,18,19,10,9,20,18,21,11,18,11,238,20,14,14,14,21,9,11,10,21,10,10,11,12,17,10,9,12,10,12,12,11,9,10,12,14,9,15,11,14,113,72,72,72,72,42,42,26,26,26,26
10,17,13,15,13,15,17,12,16,24,17,10,16,20,16,15,26,0,13,16,12,13,13,13,13,13,20,15,13,15,13,13,15,15,15,18,48,13,20,13,12,15,13,15,16,9,20,21,16,13,206,13,232,16,224,57,18,21,16,21,15,18,16,16,26,18,18,12,10,20,15,10,10,24,16,10,16,19,15,13,15,17,12,13,10,10,13,15,12,22,21,19,22,21,13,15,11,18,268,17,15,15,13,148,13,16,15,18,11,16,12,12,18,12,13,13,26,13,13,12,21,13,15,448,265,260,260,233,233,116,116,44,15,15,9,16,19,12,12,17,13,140,17,17,21,50,13,13,10,12,16,22,13,12,10,15,18,12,15,13,12,13,15,20,12,15,21,13,13,13,15,22,13,12,13,15,16
19,17,10,14,25,12,17,13,359,10,17,19,359,9,13,12,26,13,0,12,9,10,20,360,22,10,12,17,22,19,12,12,17,24,18,10,25,13,9,17,11,14,10,12,137,17,17,12,19,10,9,22,9,80,10,12,13,13,13,22,13,29,279,142,24,10,12,15,9,12,17,12,12,10,19,17,29,293,39,29,24,9,13,10,10,19,19,17,8,19,22,12,19,19,17,12,28,16,12,9,14,12,22,9,11,13,124,11,12,19,10,332,29,174,22,28,24,10,10,14,22,9,14,16,12,13,15,173,17,9,15,14,14,12,11,9,9,11,17,12,14,9,28,17,19,9,10,10,13,9,347,19,19,9,12,19,10,155,14,10,13,17,14,12,204,17,13,22,22,12,24,19,212,9,17,9,12
9,218,10,11,12,15,240,16,11,11,159,12,11,14,16,15,26,16,12,0,10,10,13,15,19,12,24,14,9,11,12,10,14,9,17,11,20,12,12,14,14,14,17,15,15,14,24,9,17,10,10,19,20,15,11,15,11,12,11,11,11,11,15,15,17,17,12,9,10,24,14,254,203,68,17,20,11,9,12,9,11,267,10,10,383,119,13,14,15,11,11,12,10,12,20,14,12,15,16,201,14,15,19,16,17,11,11,11,11,11,11,9,15,15,19,13,17,17,9,10,12,10,14,16,12,11,9,15,12,10,9,10,14,15,17,11,11,20,11,20,20,16,13,225,12,13,10,10,14,10,15,14,10,10,77,13,19,11,14,10,16,20,13,24,11,20,12,19,9,15,9,9,14,10,11,12,350
11,8,17,12,19,16,17,267,9,12,8,10,9,8,13,16,26,12,9,10,0,12,13,21,17,13,9,10,17,13,13,12,10,10,12,11,12,14,14,12,17,10,12,12,21,10,8,12,12,12,10,17,12,12,13,16,13,14,13,9,10,11,21,21,10,12,15,17,229,8,10,9,10,17,13,12,13,13,13,13,12,8,334,12,10,8,21,10,10,12,12,9,10,14,12,12,14,16,12,10,12,12,40,17,17,13,9,12,19,12,15,9,17,9,17,14,10,12,8,348,9,12,12,12,12,12,12,21,14,12,12,21,10,12,12,13,12,17,10,8,12,12,15,8,14,14,12,12,14,335,21,10,12,348,21,21,11,9,12,12,260,12,12,13,9,11,14,30,17,17,17,16,9,335,10,18,10
18,10,230,18,12,15,11,13,11,356,10,17,18,20,13,15,26,13,10,10,12,0,17,11,13,12,12,15,12,18,22,259,15,18,10,15,12,10,10,13,12,15,459,15,22,13,23,10,12,320,13,12,19,17,13,15,12,10,12,9,17,15,11,22,18,296,22,12,13,13,13,13,15,137,13,17,17,13,13,36,18,15,15,382,17,17,17,15,10,17,10,13,12,10,17,21,10,15,10,17,15,15,13,10,12,12,15,9,22,16,254,10,108,8,13,10,18,422,136,35,35,250,20,13,22,12,9,9,13,330,17,17,10,15,10,11,10,10,11,20,17,10,10,10,23,23,405,381,84,38,11,13,252,12,17,17,15,11,15,372,13,17,17,12,10,13,10,13,12,15,12,17,10,12,15,13,15
18,21,17,18,11,15,21,13,20,71,21,27,20,11,12,15,26,13,20,13,13,17,0,20,15,8,13,13,15,14,12,17,13,20,20,15,12,13,12,8,9,13,16,9,9,27,11,10,15,17,13,15,10,14,15,14,10,13,15,28,14,13,9,9,20,16,18,15,11,13,13,18,100,12,15,51,14,10,20,11,14,14,14,16,13,11,8,13,14,27,13,11,27,13,127,10,14,15,11,21,13,15,15,17,10,15,11,13,10,15,16,20,12,15,15,14,15,16,12,13,13,17,13,11,10,10,13,10,10,16,10,12,13,11,13,11,13,9,13,11,18,12,14,21,28,17,16,16,15,13,20,27,17,13,244,8,11,15,13,16,13,110,14,13,15,12,13,15,15,11,20,27,15,13,13,18,59
19,37,10,14,9,12,37,21,439,10,17,19,472,9,13,12,26,13,360,15,21,11,20,0,9,10,12,17,13,14,12,12,17,24,15,10,25,13,9,17,15,14,10,12,191,17,17,15,19,10,16,13,15,134,16,12,13,13,13,22,15,29,333,196,24,10,12,13,9,12,17,12,12,10,19,17,83,297,83,83,24,9,13,10,10,19,19,17,9,19,22,12,19,19,17,12,28,16,12,9,14,12,22,11,15,13,183,15,12,19,10,391,29,233,9,28,24,10,10,21,22,11,14,16,12,13,15,227,17,11,15,21,14,12,15,14,9,11,17,12,14,11,28,17,19,14,10,10,34,21,401,19,19,21,12,19,10,214,14,10,13,17,14,12,263,17,13,22,13,12,24,19,271,21,17,9,12
21,19,13,17,8,13,19,66,74,13,16,13,74,16,183,13,26,13,22,19,17,13,15,9,0,12,26,16,183,17,14,13,9,9,12,10,9,30,9,12,128,71,71,71,71,71,71,71,71,13,13,277,93,17,9,13,9,30,9,9,9,10,13,9,13,13,15,149,10,16,16,19,19,13,9,11,17,22,9,38,17,19,32,13,19,14,13,16,9,10,9,15,12,15,11,11,30,13,13,19,16,13,307,13,13,9,12,20,14,10,12,22,13,12,400,30,13,13,13,17,15,13,16,13,14,9,20,13,12,13,20,8,16,13,12,17,9,129,115,115,38,38,38,22,25,22,13,13,13,17,22,12,15,17,15,13,10,13,16,13,72,11,17,16,22,9,30,351,189,13,13,10,22,17,9,15,19
14,10,24,12,249,28,10,11,74,23,24,17,74,22,9,18,26,13,10,12,13,12,8,10,12,0,22,14,14,14,188,12,10,12,9,214,110,10,17,17,12,10,12,10,10,17,22,12,11,23,13,12,15,10,13,18,14,10,14,12,12,26,10,10,12,11,12,12,14,22,10,11,12,23,11,10,9,9,12,24,12,11,13,23,24,24,9,10,17,10,12,14,17,10,10,13,21,28,17,17,10,10,12,17,10,10,10,12,26,14,12,10,26,28,12,10,11,23,24,13,24,23,10,13,168,11,9,10,17,23,12,18,17,10,17,17,17,17,17,22,17,17,17,17,10,17,23,17,28,13,10,17,17,13,17,17,111,28,13,17,11,10,11,22,28,10,10,12,12,10,11,10,28,13,14,14,12
17,37,12,17,22,22,37,11,74,9,12,11,74,286,24,22,26,20,12,24,9,12,13,12,26,22,0,12,26,16,15,9,12,20,20,20,20,15,12,25,26,12,11,12,9,25,267,15,20,9,207,30,30,16,125,22,18,12,18,15,16,9,9,9,20,20,15,26,12,318,12,21,9,9,18,25,21,9,12,12,16,14,16,9,14,10,21,12,12,11,15,12,11,12,25,24,13,22,12,24,24,22,16,12,9,18,12,10,15,18,12,9,9,9,26,13,20,12,12,9,15,9,24,90,22,10,10,9,25,12,10,21,12,22,12,12,15,26,12,221,12,24,9,24,12,12,9,23,22,23,9,13,24,9,13,21,9,22,9,11,11,25,16,327,22,25,15,16,26,22,24,11,10,12,12,12,24
12,13,15,15,10,11,13,13,64,12,13,10,64,12,13,11,26,15,17,14,10,15,13,17,16,14,12,0,16,15,11,16,396,12,12,13,17,18,203,17,9,369,15,11,14,18,12,8,12,9,15,16,15,15,15,9,12,18,12,8,15,13,14,14,12,15,11,9,12,12,373,13,15,16,12,17,15,14,12,16,12,16,13,9,16,9,15,409,117,18,8,12,18,18,17,55,27,10,95,95,368,11,13,48,16,12,18,12,13,12,18,14,13,14,16,13,12,12,13,10,12,16,283,15,10,14,12,14,12,12,12,12,409,11,12,9,9,9,288,12,17,10,13,16,18,56,12,15,16,10,14,18,15,12,11,15,13,14,249,15,13,17,15,12,14,17,18,13,16,11,12,13,14,12,330,12,15
21,37,12,17,11,16,37,17,64,12,10,14,64,15,8,16,26,13,22,9,17,12,15,13,183,14,26,16,0,17,14,12,9,21,8,12,9,30,30,19,255,20,20,20,20,20,20,20,20,9,26,301,13,17,17,17,17,30,17,17,17,17,17,17,17,12,15,276,17,19,19,19,19,19,19,10,19,22,19,19,17,14,17,12,14,13,13,16,9,13,20,15,13,10,10,16,30,9,13,9,16,11,90,70,70,10,9,73,14,10,12,13,12,9,205,30,17,12,9,17,9,9,16,13,14,20,22,13,13,12,124,29,16,11,9,18,20,256,20,20,19,11,10,13,13,13,12,12,12,17,22,9,12,17,15,13,12,9,16,12,17,10,17,15,9,11,30,135,310,73,73,13,13,17,9,15,9
260,37,15,396,12,13,37,13,49,15,12,12,49,9,14,10,26,15,19,11,13,18,14,14,17,14,16,15,17,0,10,15,15,252,10,11,12,16,11,15,17,15,18,13,18,11,17,12,17,15,10,17,15,188,10,13,17,16,17,11,132,11,14,14,139,13,10,17,10,17,15,11,10,10,17,18,212,14,165,14,428,133,46,15,11,12,13,15,11,9,11,18,15,16,15,13,16,8,15,12,15,13,21,11,9,17,14,17,10,17,10,14,15,14,27,25,80,18,9,12,11,15,13,15,15,29,15,15,15,15,17,13,15,13,9,264,23,17,12,15,18,11,25,12,16,11,18,18,12,12,14,11,11,12,14,13,15,14,13,18,12,15,238,17,14,21,16,21,17,13,26,12,14,10,10,10,13
14,14,10,14,271,28,14,12,19,23,12,10,19,15,9,12,26,13,12,12,13,22,12,12,14,188,15,11,14,10,0,10,13,12,12,50,10,16,10,21,14,13,22,22,17,21,15,16,15,10,13,14,16,17,13,12,9,16,15,16,17,11,12,17,11,11,192,14,21,21,21,21,21,21,21,21,21,21,21,21,11,9,10,10,9,10,20,13,17,10,16,102,54,16,13,13,16,28,17,12,13,12,9,17,11,15,13,9,292,15,22,12,10,12,14,14,11,10,10,10,16,10,13,13,276,11,11,12,12,10,9,20,13,12,11,11,16,14,10,15,13,17,12,12,16,17,10,22,28,10,12,12,9,10,12,20,14,13,13,22,12,13,17,15,12,21,16,14,14,14,11,20,12,14,10,61,12
11,14,297,15,12,12,14,13,19,328,10,17,19,9,13,12,26,13,12,10,12,259,17,12,13,12,9,16,12,15,10,0,16,8,9,13,12,10,10,13,12,16,259,15,9,13,11,9,9,326,13,9,19,15,13,12,23,10,23,9,15,13,11,9,8,160,13,12,13,13,16,13,15,204,23,17,15,13,13,103,15,15,12,326,34,34,18,16,10,17,9,13,8,10,17,16,10,12,10,12,16,12,13,10,9,23,11,12,13,16,24,9,175,11,13,12,8,326,203,102,102,313,16,13,10,14,12,9,13,326,17,18,10,12,10,11,10,10,10,10,17,10,12,10,23,23,313,151,84,66,44,44,212,27,27,24,24,11,16,208,13,17,15,11,12,13,10,13,12,12,8,17,11,12,15,13,15
12,14,15,15,10,8,14,13,19,12,13,10,19,12,13,8,26,15,17,14,10,15,13,17,9,10,12,396,9,15,13,16,0,12,12,13,17,18,229,17,9,356,15,11,14,18,12,12,12,9,15,9,15,15,15,9,31,18,31,12,15,13,14,14,12,15,12,9,12,12,360,13,15,16,31,17,15,14,12,16,12,16,13,9,16,9,15,422,143,18,12,12,18,18,17,42,27,10,121,121,355,11,13,74,12,31,18,12,13,12,18,14,13,14,9,13,12,12,13,10,16,16,270,15,10,14,12,14,12,12,12,12,422,11,12,9,12,9,288,12,17,13,13,16,18,82,12,15,16,10,14,18,15,12,11,15,13,14,236,15,13,17,15,12,14,17,18,13,9,11,12,13,14,12,335,12,15
245,14,15,238,9,24,14,10,19,8,9,11,19,20,8,24,26,15,24,9,10,18,20,24,9,12,20,12,21,252,12,8,12,0,13,10,10,11,12,11,17,12,18,18,10,11,20,12,68,15,12,21,11,13,15,24,17,11,18,11,13,15,12,10,285,8,10,21,10,20,10,10,20,10,18,9,36,24,255,15,313,9,10,8,9,9,10,12,12,9,11,18,15,10,9,24,11,24,12,12,16,24,21,12,13,18,24,17,10,17,10,24,15,24,21,25,226,18,15,10,11,8,16,15,14,12,9,8,11,8,17,10,12,24,13,149,23,17,12,15,8,8,25,9,10,12,18,18,12,10,24,11,8,10,20,10,15,24,13,18,12,9,62,20,24,9,11,21,21,24,172,10,24,10,12,10,20
18,14,9,13,11,24,14,12,19,9,8,27,19,20,12,24,26,15,18,17,12,10,20,15,12,9,20,12,8,10,12,9,12,13,0,16,14,18,18,12,224,11,9,11,11,17,9,18,13,9,9,12,9,11,9,9,13,17,13,18,12,16,11,11,13,10,12,162,12,12,12,17,12,12,13,14,8,11,9,8,9,17,12,9,17,27,27,9,18,27,18,12,27,17,14,14,17,11,9,8,11,11,12,12,250,13,15,116,9,13,15,15,16,15,12,12,13,9,8,12,20,9,11,9,11,15,174,11,17,9,208,15,11,11,265,9,15,84,11,9,14,14,12,8,17,18,9,10,13,12,11,17,9,12,8,27,27,15,11,9,10,14,8,14,15,12,18,12,8,11,13,27,15,12,11,12,17
12,14,57,12,110,9,14,11,25,12,24,17,25,20,9,9,26,18,10,11,11,15,15,10,10,214,20,13,12,11,50,13,13,10,16,0,10,12,17,17,16,10,12,19,10,17,19,12,10,9,13,12,18,10,13,22,11,27,14,12,11,152,10,10,12,13,12,16,19,14,10,10,15,9,14,20,11,29,12,11,13,9,11,9,15,9,9,10,17,10,12,19,17,14,20,10,12,9,18,17,10,10,10,18,16,14,12,16,9,10,15,29,110,12,10,24,10,24,47,11,14,12,10,13,29,12,16,10,17,9,16,10,17,22,16,13,12,12,10,12,20,18,24,9,12,18,12,13,9,11,10,17,12,11,15,9,263,9,10,12,11,20,11,18,12,20,12,10,10,22,10,10,12,19,10,19,11
18,20,12,18,110,8,20,12,19,18,21,10,19,20,9,8,26,48,25,20,12,12,12,25,9,110,20,17,9,12,10,12,17,10,14,10,0,18,11,129,14,17,18,15,9,18,12,18,12,18,13,9,15,12,17,8,13,18,11,18,12,20,9,9,12,18,12,14,12,12,17,20,12,9,12,257,12,11,11,8,12,20,12,18,20,9,16,17,11,9,18,15,9,18,257,12,23,15,17,20,17,15,12,12,14,12,12,14,12,11,12,9,9,12,9,23,12,18,9,12,18,18,17,17,10,15,14,17,18,18,14,16,17,15,14,12,15,8,14,12,257,11,23,20,18,11,18,18,12,12,11,9,18,12,12,9,20,12,17,14,14,257,12,12,12,162,18,22,9,15,12,9,12,12,14,15,12
11,16,10,16,12,19,12,14,22,10,12,11,22,15,9,19,110,13,13,12,14,10,13,13,30,10,15,18,30,16,16,10,18,11,18,12,18,0,23,23,18,19,10,19,15,14,15,219,12,10,21,30,17,16,21,19,12,357,12,371,16,12,15,15,12,9,16,30,14,15,18,18,11,18,12,18,16,22,11,9,11,16,14,10,12,11,19,18,21,18,389,49,49,366,18,19,249,11,21,12,19,19,30,21,11,12,13,17,16,10,12,13,10,13,30,97,12,10,10,14,295,10,19,21,12,56,18,15,10,10,18,19,21,19,18,18,89,18,18,15,18,21,44,12,368,21,10,9,11,14,22,10,10,14,13,19,12,13,19,10,14,18,16,15,13,18,526,69,69,69,69,39,39,23,23,23,23
11,13,13,11,17,14,13,14,9,19,13,11,9,12,11,26,21,20,9,12,14,10,12,9,9,17,12,203,30,11,10,10,229,12,18,17,11,23,0,12,12,163,12,12,12,12,12,12,12,10,9,12,90,11,11,14,13,18,12,11,11,13,11,11,12,11,12,12,12,24,168,122,38,38,13,9,11,9,12,12,11,16,10,10,16,13,21,246,256,188,12,12,10,18,9,11,27,15,270,16,162,31,31,227,31,31,31,31,31,31,31,31,31,31,31,31,31,27,27,27,27,27,77,12,11,12,12,11,12,10,12,21,298,173,173,173,173,139,203,139,139,166,139,139,139,232,82,82,82,82,82,82,82,82,82,82,82,65,45,45,45,16,16,16,26,14,18,9,12,14,12,11,11,10,208,55,11
