# Generated by ../matriz.pl date: Tue Sep 17 09:51:55 2013
# pairs file: pairs_conservative.txt symetric matrix 66 fragments
11,310,23,11,11,11,291,13,11,23,0,13,9,9,9,9,13,9,11,13,11,23,11,13,11,18,10,9,11,11,131,23,244,11,13,9,11,9,9,23,9,11,40,9,9,11,86,23,9,11,11,18,18,9,9,11,18,11,11,157,11,58,11,9,11,11
14,13,10,14,8,10,13,7,14,45,13,0,33,11,10,7,10,33,14,269,14,344,9,7,14,8,38,7,38,14,32,15,13,10,385,7,250,33,33,175,10,38,38,38,11,14,12,178,10,10,12,8,20,33,11,14,8,10,38,12,38,12,14,10,14,14
13,9,8,13,13,8,9,85,13,21,9,33,0,11,8,133,71,368,13,11,13,33,15,13,13,9,8,225,8,13,7,8,30,8,33,196,11,294,263,33,8,8,30,8,9,13,30,33,8,15,30,9,9,279,8,13,9,8,8,30,8,30,13,8,13,13
19,9,37,19,7,8,9,19,8,37,9,11,11,0,226,19,19,11,19,11,19,25,8,19,7,36,19,19,19,19,9,37,8,20,20,7,9,11,11,37,67,8,11,19,268,19,11,37,115,9,11,27,196,11,268,7,167,8,8,11,8,11,7,8,8,7
51,9,239,49,13,111,9,19,11,239,9,10,8,226,0,19,19,8,50,10,38,25,63,19,8,11,51,19,211,48,13,207,9,222,10,8,13,11,8,177,269,134,134,211,281,19,28,185,317,147,93,11,154,11,251,11,125,122,191,9,211,28,11,149,11,11
13,9,8,13,49,12,9,356,13,8,9,7,133,19,19,0,285,130,13,7,13,7,12,240,13,9,13,343,10,13,13,8,30,12,7,224,10,181,25,8,19,10,30,10,19,13,30,8,19,12,30,9,9,197,19,13,9,12,10,30,10,30,13,12,13,13
13,13,8,13,12,12,13,285,12,8,13,10,71,19,19,285,0,68,13,10,13,7,12,168,8,8,13,281,10,13,13,8,27,12,7,162,10,119,8,8,19,10,27,10,19,13,27,8,19,12,27,8,9,135,19,12,9,12,10,27,10,27,8,12,12,12
13,9,8,13,13,8,9,82,13,21,9,33,368,11,8,130,68,0,13,11,13,33,15,13,13,9,8,222,8,13,7,8,30,8,33,193,11,291,263,33,8,8,30,8,9,13,30,33,8,15,30,9,9,276,8,13,9,8,8,30,8,30,13,8,13,13
266,11,48,347,10,12,11,13,198,48,11,14,13,19,50,13,13,13,0,32,265,32,70,13,267,9,183,13,154,269,11,48,10,50,14,13,14,13,14,48,50,26,10,130,50,305,10,48,50,11,26,9,9,13,19,266,9,12,41,10,62,10,246,10,165,196
32,13,10,32,8,10,13,10,21,10,13,269,11,11,10,7,10,11,32,0,32,269,9,10,21,15,32,7,32,32,15,10,13,10,269,7,185,11,11,104,10,11,12,32,11,32,12,107,10,10,12,15,15,11,11,21,15,10,11,12,11,12,21,10,8,21
256,11,38,265,10,12,11,13,124,38,11,14,13,19,38,13,13,13,265,32,0,32,12,13,193,9,173,13,144,261,11,38,10,38,14,13,14,13,20,38,38,26,26,120,38,231,9,38,38,12,26,9,9,13,19,192,9,12,31,9,52,26,172,10,91,122
32,23,27,32,8,10,23,7,21,121,23,344,33,25,25,7,7,33,32,269,32,0,9,7,21,9,32,7,32,32,15,91,13,10,331,7,189,33,33,251,10,11,12,32,25,32,23,254,25,10,12,9,9,33,25,21,9,10,11,23,11,12,21,10,12,21
12,11,146,69,76,254,11,12,253,102,11,9,15,8,63,12,12,15,70,9,12,9,0,12,83,7,11,12,59,12,12,31,11,260,20,12,9,8,15,20,129,59,59,59,8,161,59,9,118,298,59,7,7,8,8,187,7,230,59,10,59,59,106,146,242,181
13,13,14,13,138,12,13,225,12,12,13,7,13,19,19,240,168,13,13,10,13,7,12,0,18,8,13,164,19,13,13,12,10,12,7,45,8,12,13,12,19,19,19,19,19,13,19,12,19,12,19,8,9,18,19,12,9,12,19,10,19,19,18,14,12,12
184,11,10,266,10,15,11,13,211,21,11,14,13,7,8,13,8,13,267,21,193,21,83,18,0,9,101,13,72,189,11,21,10,15,14,13,14,13,15,21,19,9,10,48,8,280,10,21,19,24,9,9,9,13,7,279,9,15,9,10,9,10,259,13,178,209
9,18,9,9,17,7,18,8,9,9,18,8,9,36,11,9,8,9,9,15,9,9,7,8,9,0,9,9,8,9,18,9,18,14,8,9,15,9,7,9,14,8,11,8,124,9,11,9,11,7,8,262,200,9,36,9,191,7,8,11,8,11,9,9,9,9
185,10,152,182,10,29,10,13,32,152,10,38,8,19,51,13,13,8,183,32,173,32,11,13,101,9,0,13,267,181,30,152,10,51,29,13,38,8,7,152,51,102,120,243,51,139,9,152,51,70,76,9,8,8,19,100,8,29,154,9,175,22,80,40,15,30
13,9,8,13,12,12,9,295,13,8,9,7,225,19,19,343,281,222,13,7,13,7,12,164,13,9,13,0,10,13,13,8,30,12,7,287,10,273,117,8,19,10,30,10,19,13,30,8,19,12,30,9,9,289,19,13,9,12,10,30,10,30,13,8,13,13
156,9,255,153,22,124,9,10,9,255,11,38,8,19,211,10,10,8,154,32,144,32,59,19,72,8,267,10,0,152,30,185,11,242,29,13,38,8,10,152,242,254,272,312,51,110,141,152,242,165,228,8,8,8,19,71,8,124,306,82,327,174,51,143,9,9
264,11,48,269,10,12,11,13,120,48,11,14,13,19,48,13,13,13,269,32,261,32,12,13,189,9,181,13,152,0,11,48,10,48,14,13,14,13,20,48,48,26,26,128,48,227,9,48,48,12,26,9,9,13,19,188,9,12,39,9,60,26,168,10,87,118
11,194,13,11,8,20,196,13,11,13,131,32,7,9,13,13,13,7,11,15,11,15,12,13,11,18,30,13,30,11,0,13,51,13,25,7,212,10,10,13,13,11,11,11,9,11,11,13,13,13,11,18,18,10,9,11,18,20,11,11,11,15,11,20,11,11
48,23,226,48,10,78,23,8,9,290,23,15,8,37,207,8,8,8,48,10,38,91,31,12,21,9,152,8,185,48,13,0,23,183,10,8,27,8,8,260,207,73,73,185,92,21,23,274,207,115,73,9,9,8,62,21,9,78,165,23,185,26,21,117,21,21
10,230,23,10,10,11,211,30,11,23,244,13,30,8,9,30,27,30,10,13,10,13,11,10,10,18,10,30,11,10,51,23,0,11,13,30,11,30,9,23,9,11,104,9,11,10,150,23,9,11,39,18,18,30,11,10,18,11,11,221,11,122,10,9,11,10
51,11,298,49,76,302,11,12,156,254,11,10,8,20,222,12,12,8,50,10,38,10,260,12,15,14,51,12,242,48,13,183,11,0,10,12,13,8,8,153,288,165,165,242,75,64,59,161,277,344,124,14,14,8,45,90,14,289,222,10,242,59,15,232,145,84
14,13,10,14,8,10,13,7,14,32,13,385,33,20,10,7,7,33,14,269,14,331,20,7,14,8,29,7,29,14,25,10,13,10,0,7,243,33,33,162,10,29,29,29,11,14,12,165,10,10,12,8,20,33,11,14,8,10,29,12,29,12,14,10,14,14
13,9,8,13,12,12,9,176,13,8,9,7,196,7,8,224,162,193,13,7,13,7,12,45,13,9,13,287,13,13,7,8,30,12,7,0,7,244,88,8,8,8,30,13,9,13,30,8,8,12,30,9,9,260,7,13,9,12,8,30,13,30,13,8,13,13
14,18,27,14,8,9,20,10,14,27,11,250,11,9,13,10,10,11,14,185,14,189,9,8,14,15,38,10,38,14,212,27,11,13,243,7,0,11,11,20,13,38,38,38,9,14,11,23,13,13,11,15,11,11,9,14,11,9,38,11,38,12,14,27,14,14
13,9,8,13,12,8,9,133,13,21,9,33,294,11,11,181,119,291,13,11,13,33,8,12,13,9,8,273,8,13,10,8,30,8,33,244,11,0,186,33,8,8,30,8,9,13,30,33,8,8,30,9,9,327,8,13,9,8,8,30,8,30,13,8,13,13
20,9,8,14,13,8,9,8,15,21,9,33,263,11,8,25,8,263,14,11,20,33,15,13,15,7,7,117,10,20,10,8,9,8,33,88,11,186,0,33,8,10,13,10,8,15,13,33,8,15,13,7,8,171,8,15,8,8,10,13,10,13,15,8,15,15
48,23,196,48,12,48,23,8,21,290,23,175,33,37,177,8,8,33,48,104,38,251,20,12,21,9,152,8,152,48,13,260,23,153,162,8,20,33,33,0,177,40,40,152,92,32,23,420,177,85,40,9,9,33,62,21,9,48,132,23,152,18,21,87,21,21
51,9,304,49,58,177,9,19,25,278,9,10,8,67,269,19,19,8,50,10,38,10,129,19,19,14,51,19,242,48,13,207,9,288,10,8,13,8,8,177,0,165,165,242,122,19,59,185,324,213,124,11,11,8,92,11,11,188,222,10,242,59,19,214,14,11
26,9,143,26,22,124,9,10,9,143,11,38,8,8,134,10,10,8,26,11,26,11,59,19,9,8,102,10,254,26,11,73,11,165,29,8,38,8,10,40,165,0,268,171,8,15,155,40,165,165,242,8,8,8,8,12,8,124,260,96,268,188,12,143,9,9
26,26,143,10,22,124,11,30,10,143,40,38,30,11,134,30,27,30,10,12,26,12,59,19,10,11,120,30,272,26,11,73,104,165,29,30,38,30,13,40,165,268,0,189,8,10,287,40,165,165,309,8,8,30,11,10,8,124,278,228,291,320,10,143,10,10
132,9,248,129,15,124,9,10,8,248,9,38,8,19,211,10,10,8,130,32,120,32,59,19,48,8,243,10,312,128,11,185,9,242,29,13,38,8,10,152,242,171,189,0,51,86,58,152,242,165,145,8,8,8,19,47,8,124,223,9,244,91,27,136,12,12
51,9,92,49,8,8,9,19,8,92,9,11,9,268,281,19,19,9,50,11,38,25,8,19,8,124,51,19,51,48,9,92,11,75,11,9,9,9,8,92,122,8,8,51,0,19,11,92,170,9,11,115,284,9,293,8,255,8,31,11,51,11,8,17,8,7
222,11,10,304,10,58,11,13,289,21,11,14,13,19,19,13,13,13,305,32,231,32,161,13,280,9,139,13,110,227,11,21,10,64,14,13,14,13,15,32,19,15,10,86,19,0,10,21,19,102,9,9,9,13,19,357,9,34,9,10,18,10,282,13,256,287
9,72,66,10,22,59,53,30,10,66,86,12,30,11,28,30,27,30,10,12,9,23,59,19,10,11,9,30,141,9,11,23,150,59,12,30,11,30,13,23,59,155,287,58,11,10,0,23,59,59,222,11,11,30,11,10,11,59,147,274,160,305,10,66,10,10
48,23,210,48,12,56,23,8,21,304,23,178,33,37,185,8,8,33,48,107,38,254,9,12,21,9,152,8,152,48,13,274,23,161,165,8,23,33,33,420,185,40,40,152,92,21,23,0,185,93,40,9,9,33,62,21,9,56,132,23,152,18,21,101,21,21
51,9,288,49,42,166,9,19,14,278,9,10,8,115,317,19,19,8,50,10,38,25,118,19,19,11,51,19,242,48,13,207,9,277,10,8,13,8,8,177,324,165,165,242,170,19,59,185,0,202,124,11,43,11,140,11,14,177,222,10,242,59,19,198,11,11
12,11,230,10,76,302,11,12,194,186,11,10,15,9,147,12,12,15,11,10,12,10,298,12,24,7,70,12,165,12,13,115,11,344,10,12,13,8,15,85,213,165,165,165,9,102,59,93,202,0,124,7,7,8,9,128,7,289,165,10,165,59,47,230,183,122
26,15,143,26,22,124,15,30,9,143,11,12,30,11,93,30,27,30,26,12,26,12,59,19,9,8,76,30,228,26,11,73,39,124,12,30,11,30,13,40,124,242,309,145,11,9,222,40,124,124,0,8,8,30,11,12,8,124,234,163,247,255,12,143,9,9
9,18,9,9,17,7,18,8,9,9,18,8,9,27,11,9,8,9,9,15,9,9,7,8,9,262,9,9,8,9,18,9,18,14,8,9,15,9,7,9,11,8,8,8,115,9,11,9,11,7,8,0,191,9,27,9,182,7,8,11,8,11,9,9,9,9
9,18,9,9,17,7,18,9,9,9,18,20,9,196,154,9,9,9,9,15,9,9,7,9,9,200,8,9,8,9,18,9,18,14,20,9,11,9,8,9,11,8,8,8,284,9,11,9,43,7,8,191,0,9,196,9,322,7,8,11,8,8,9,9,9,9
13,9,8,13,12,8,9,149,13,21,9,33,279,11,11,197,135,276,13,11,13,33,8,18,13,9,8,289,8,13,10,8,30,8,33,260,11,327,171,33,8,8,30,8,9,13,30,33,11,8,30,9,9,0,8,13,9,8,8,30,8,30,13,8,13,13
19,9,62,19,8,8,9,19,8,62,9,11,8,268,251,19,19,8,19,11,19,25,8,19,7,36,19,19,19,19,9,62,11,45,11,7,9,8,8,62,92,8,11,19,293,19,11,62,140,9,11,27,196,8,0,7,167,8,13,11,33,11,7,8,8,7
183,11,10,265,10,84,11,13,315,21,11,14,13,7,11,13,12,13,266,21,192,21,187,12,279,9,100,13,71,188,11,21,10,90,14,13,14,13,15,21,11,12,10,47,8,357,10,21,11,128,12,9,9,13,7,0,9,60,9,10,9,10,282,13,282,307
9,18,9,9,17,7,18,9,9,9,18,8,9,167,125,9,9,9,9,15,9,9,7,9,9,191,8,9,8,9,18,9,18,14,8,9,11,9,8,9,11,8,8,8,255,9,11,9,14,7,8,182,322,9,167,9,0,7,8,11,8,8,9,9,9,9
12,11,193,12,76,278,11,12,126,149,11,10,8,8,122,12,12,8,12,10,12,10,230,12,15,7,29,12,124,12,20,78,11,289,10,12,9,8,8,48,188,124,124,124,8,34,59,56,177,289,124,7,7,8,8,60,7,0,124,10,124,59,15,193,115,54
43,9,235,40,22,124,9,10,9,235,11,38,8,8,191,10,10,8,41,11,31,11,59,19,9,8,154,10,306,39,11,165,11,222,29,8,38,8,10,132,222,260,278,223,31,9,147,132,222,165,234,8,8,8,13,9,8,124,0,88,312,180,12,143,9,9
9,143,23,10,10,10,124,30,10,23,157,12,30,11,9,30,27,30,10,12,9,23,10,10,10,11,9,30,82,9,11,23,221,10,12,30,11,30,13,23,10,96,228,9,11,10,274,23,10,10,163,11,11,30,11,10,11,10,88,0,101,246,10,12,10,10
64,9,255,61,22,124,9,10,9,255,11,38,8,8,211,10,10,8,62,11,52,11,59,19,9,8,175,10,327,60,11,185,11,242,29,13,38,8,10,152,242,268,291,244,51,18,160,152,242,165,247,8,8,8,33,9,8,124,312,101,0,193,12,143,9,9
26,44,96,10,22,59,25,30,10,96,58,12,30,11,28,30,27,30,10,12,26,12,59,19,10,11,22,30,174,26,15,26,122,59,12,30,12,30,13,18,59,188,320,91,11,10,305,18,59,59,255,11,8,30,11,10,8,59,180,246,193,0,10,96,10,10
163,11,13,245,13,15,11,13,234,21,11,14,13,7,11,13,8,13,246,21,172,21,106,18,259,9,80,13,51,168,11,21,10,15,14,13,14,13,15,21,19,12,10,27,8,282,10,21,19,47,12,9,9,13,7,282,9,15,12,10,12,10,0,13,201,232
10,9,290,10,134,193,9,12,39,188,9,10,8,8,149,12,12,8,10,10,10,10,146,14,13,9,40,8,143,10,20,117,9,232,10,8,27,8,8,87,214,143,143,136,17,13,66,101,198,230,143,9,9,8,8,13,9,193,143,12,143,96,13,0,30,13
82,11,30,164,30,139,11,13,337,21,11,14,13,8,11,13,12,13,165,8,91,12,242,12,178,9,15,13,9,87,11,21,11,145,14,13,14,13,15,21,14,9,10,12,8,256,10,21,11,183,9,9,9,13,8,282,9,115,9,10,9,10,201,30,0,276
113,11,13,195,13,78,11,13,307,21,11,14,13,7,11,13,12,13,196,21,122,21,181,12,209,9,30,13,9,118,11,21,10,84,14,13,14,13,15,21,11,9,10,12,7,287,10,21,11,122,9,9,9,13,7,307,9,54,9,10,9,10,232,13,276,0
