# Generated by ../matriz.pl date: Tue Sep 17 09:53:52 2013
# pairs file: pairs_raw.txt symetric matrix 68 fragments
17,307,115,17,29,113,289,13,17,42,0,23,16,13,11,29,10,16,17,12,17,23,19,29,17,18,13,10,17,17,207,23,307,19,13,10,61,10,16,30,13,13,181,13,9,17,116,30,13,19,39,19,18,16,13,17,18,19,13,245,13,88,17,30,17,17,17,23
22,13,39,22,15,13,13,12,14,224,23,0,33,33,22,12,8,33,22,261,22,469,107,107,107,107,107,12,14,29,19,103,23,22,460,14,239,152,152,264,19,29,29,29,22,22,19,267,22,13,12,9,22,33,22,22,9,13,29,31,29,12,14,27,14,14,22,129
14,13,13,14,13,9,13,149,16,33,16,33,0,13,13,197,151,355,16,11,16,33,19,19,16,19,19,289,16,16,13,19,29,13,33,261,16,359,250,33,33,33,30,16,13,16,30,33,13,14,30,9,13,387,87,16,16,9,12,30,25,30,16,9,13,16,16,19
19,9,22,19,13,12,9,19,22,22,13,33,13,0,218,19,19,18,19,14,19,25,25,25,25,28,19,19,19,19,9,22,19,124,25,13,9,13,8,22,110,8,8,19,260,19,19,22,184,21,8,14,252,18,260,9,155,61,20,11,9,12,12,12,12,12,19,22
43,11,322,38,66,215,11,19,63,276,11,22,13,218,0,19,19,9,51,17,19,25,235,25,17,25,51,19,242,165,13,224,19,439,25,13,13,13,9,286,375,165,165,242,375,66,59,314,437,336,124,11,210,9,260,83,113,245,242,11,242,124,17,243,104,22,51,197
20,13,114,20,182,13,13,411,20,12,29,12,197,19,19,0,290,116,20,11,20,12,13,340,20,9,13,454,20,20,13,12,29,19,12,229,10,225,11,12,19,19,29,19,19,20,29,12,19,13,21,9,19,183,87,13,9,13,19,30,19,29,29,29,13,20,20,12
13,13,12,20,12,12,13,286,13,11,10,8,151,19,19,290,0,71,13,10,14,11,12,155,83,83,55,289,13,13,13,11,30,19,12,183,10,179,14,11,19,10,30,13,19,13,30,11,19,12,30,12,19,138,19,13,14,12,13,30,10,30,13,14,13,13,13,11
16,13,13,16,13,9,13,68,13,33,16,33,355,18,9,116,71,0,16,11,16,33,15,19,16,12,12,208,27,27,27,27,30,26,33,182,16,280,251,33,9,9,30,9,18,16,30,33,9,9,30,9,18,321,18,16,9,19,19,30,25,30,13,19,13,13,13,19
260,17,48,336,19,19,17,13,269,48,17,22,16,19,51,20,13,16,0,107,254,38,56,49,268,49,256,13,313,262,17,48,17,51,24,24,38,13,16,48,51,37,54,178,51,292,108,48,51,51,12,9,19,16,43,253,105,105,124,67,110,64,234,64,254,183,398,107
59,17,27,137,19,17,17,19,17,55,12,261,11,14,17,11,10,11,107,0,21,261,10,8,21,11,21,14,21,21,18,27,13,10,261,14,174,152,152,95,19,19,19,32,19,19,19,98,15,10,12,11,15,14,14,10,21,10,21,31,12,12,21,27,10,10,21,27
249,17,20,255,20,17,17,13,196,32,17,22,16,19,19,20,14,16,254,21,0,22,17,20,195,9,186,13,243,249,17,32,17,19,22,14,22,13,16,32,19,13,12,107,19,220,12,18,19,32,37,37,19,16,19,181,10,17,54,12,39,14,161,14,80,111,255,32
22,13,15,22,15,13,13,12,14,199,23,469,33,25,25,12,11,33,38,261,22,0,84,84,84,84,84,12,38,22,70,78,13,25,459,167,288,33,33,240,147,147,38,38,25,14,23,241,111,95,95,95,95,95,95,94,94,94,94,94,94,94,94,94,94,94,84,104
17,19,209,116,66,319,19,13,240,163,19,107,19,25,235,13,12,15,56,10,17,84,0,13,69,17,29,13,124,17,19,111,19,316,13,12,10,12,15,173,185,124,124,124,77,244,59,201,174,354,124,61,12,10,12,261,10,286,124,12,124,124,106,209,282,200,62,84
20,23,138,19,206,24,23,280,49,12,29,107,19,25,25,340,155,19,49,8,20,84,13,0,19,10,13,275,20,20,13,12,29,19,12,50,10,46,13,12,19,19,29,19,19,19,29,12,19,13,21,9,19,19,19,19,9,13,19,29,19,29,29,29,19,19,19,12
189,17,13,280,19,17,17,13,281,21,17,107,16,25,17,20,83,16,268,21,195,84,69,19,0,12,126,13,183,190,17,21,17,17,24,24,11,13,16,21,19,13,12,48,9,281,84,21,19,17,12,10,10,13,10,266,105,105,105,67,64,64,247,64,267,196,273,21
9,18,13,17,9,24,18,9,49,10,18,107,19,28,25,9,83,12,49,11,9,84,17,10,12,0,9,9,9,9,18,9,18,11,9,9,16,9,13,9,11,9,9,13,116,9,16,9,11,9,16,250,193,9,28,9,227,9,9,11,16,16,9,9,10,9,9,9
197,13,152,195,10,24,13,13,127,152,13,107,19,19,51,13,55,12,256,21,186,84,29,13,126,9,0,13,309,198,13,152,10,51,28,28,38,13,12,152,51,89,106,230,51,151,27,152,51,51,62,62,19,32,43,112,9,70,177,13,162,63,92,40,14,42,309,152
13,16,49,13,117,13,16,406,13,12,10,12,289,19,19,454,289,208,13,14,13,12,13,275,13,9,13,0,13,13,13,12,29,19,12,293,10,317,103,12,19,13,30,13,19,13,30,12,19,13,30,9,19,275,87,13,9,13,13,30,25,30,13,12,13,13,13,12
254,17,255,252,19,124,17,13,184,255,17,14,16,19,242,20,13,27,313,21,243,38,124,20,183,9,309,13,0,255,17,203,17,242,22,14,38,13,12,255,242,242,259,334,51,208,180,255,242,242,215,81,19,13,43,169,10,165,330,69,315,216,149,143,68,99,375,181
260,17,143,258,19,124,17,13,191,44,17,29,16,19,165,20,13,27,262,21,249,22,17,20,190,9,198,13,255,0,17,44,17,44,24,24,22,13,16,44,44,26,26,120,44,214,108,44,44,44,26,9,19,16,43,175,105,105,105,67,64,64,156,64,176,105,262,49
17,349,16,17,12,13,338,13,17,13,207,19,13,9,13,13,13,27,17,18,17,70,19,13,17,18,13,13,17,17,0,13,159,11,18,12,319,10,16,13,13,13,33,13,13,17,13,13,13,11,13,18,18,16,13,17,18,11,13,97,13,13,17,13,17,17,17,27
43,52,234,38,10,94,41,12,21,298,23,103,19,22,224,12,11,27,48,27,32,78,111,12,21,9,152,12,203,44,13,0,125,224,75,14,13,19,19,298,224,91,91,203,185,21,62,298,224,209,91,9,22,19,72,21,9,119,203,23,203,91,21,145,21,21,152,271
17,250,29,17,29,19,232,28,17,30,307,23,29,19,19,29,30,30,17,13,17,13,19,29,17,18,10,29,17,17,159,125,0,19,13,30,13,30,13,30,24,13,203,13,24,17,141,30,24,19,61,18,18,30,11,17,18,19,13,267,24,109,97,82,17,17,17,23
43,19,322,19,66,296,19,19,144,276,19,22,13,124,439,19,19,26,51,10,19,25,316,19,17,11,51,19,242,44,11,224,19,0,25,13,13,13,9,286,375,165,165,242,281,147,59,314,378,417,124,61,116,10,166,164,18,296,242,12,242,124,17,243,185,103,51,197
22,13,15,22,15,61,13,12,61,196,13,460,33,25,25,12,12,33,24,261,22,459,13,12,24,9,28,12,22,24,18,75,13,25,0,14,230,150,150,236,17,29,29,29,25,22,17,239,25,13,12,9,25,33,25,22,9,13,29,31,29,12,14,27,14,14,22,101
14,16,10,14,12,61,16,181,61,27,10,14,261,13,13,229,183,182,24,14,14,167,12,50,24,9,28,293,14,24,12,14,30,13,14,0,10,289,75,9,13,12,30,13,13,13,30,12,13,12,30,9,13,247,87,13,9,12,13,30,25,30,13,9,13,13,13,12
22,203,13,22,19,20,192,10,11,27,61,239,16,9,13,10,10,16,38,174,22,288,10,10,11,16,38,10,38,22,319,13,13,13,230,10,0,11,16,27,13,13,38,38,13,13,13,27,13,13,13,15,9,16,9,13,22,10,38,11,38,13,11,27,13,11,38,27
13,16,12,13,12,12,16,177,13,33,10,152,359,13,13,225,179,280,13,152,13,33,12,46,13,9,13,317,13,13,10,19,30,13,150,289,11,0,173,33,33,33,30,13,13,13,30,33,13,12,30,9,13,345,87,13,9,12,13,30,25,30,13,9,13,13,13,12
16,13,13,16,13,9,13,8,16,33,16,152,250,8,9,11,14,251,16,152,16,33,15,13,16,13,12,103,12,16,16,19,13,9,150,75,16,173,0,33,9,9,9,10,14,16,9,33,9,9,9,12,9,216,9,16,19,19,19,13,10,19,15,19,15,15,12,19
43,13,295,38,29,156,13,12,21,470,30,264,33,22,286,12,11,33,48,95,32,240,173,12,21,9,152,12,255,44,13,298,30,286,236,9,27,33,33,0,286,143,143,255,185,21,114,520,278,271,143,9,22,33,72,22,9,181,255,30,255,143,21,206,45,21,152,297
43,12,296,38,40,165,12,19,23,276,13,19,33,110,375,19,19,9,51,19,19,147,185,19,19,11,51,19,242,44,13,224,24,375,17,13,13,33,9,286,0,165,165,242,267,23,59,296,364,286,124,61,102,10,152,33,11,195,242,10,242,124,19,217,54,23,51,197
26,13,143,26,40,124,13,13,13,106,13,29,33,8,165,19,10,9,37,19,13,147,124,19,13,9,89,13,242,26,13,91,13,165,29,12,13,33,9,143,165,0,261,194,70,13,198,143,165,165,234,9,9,9,9,13,12,165,252,88,261,234,13,143,15,10,98,98
26,124,143,12,29,124,106,29,12,143,181,29,30,8,165,29,30,30,54,19,12,38,124,29,12,9,106,30,259,26,33,91,203,165,29,30,38,30,9,143,165,261,0,211,11,12,375,143,165,165,331,9,11,30,9,12,12,165,269,327,338,379,97,82,15,12,115,115
118,13,255,116,19,124,13,13,49,255,13,29,16,19,242,19,13,9,178,32,107,38,124,19,48,13,230,13,334,120,13,203,13,242,29,13,38,13,10,255,242,194,211,0,51,72,131,255,242,242,167,9,19,16,43,33,33,165,281,33,267,167,33,143,33,33,239,168
43,9,185,38,12,57,9,19,9,185,9,22,13,260,375,19,19,18,51,19,19,25,77,19,9,116,51,19,51,44,13,185,24,281,25,13,13,13,14,185,267,70,11,51,0,19,19,185,341,178,29,102,340,18,302,15,243,87,51,24,51,13,13,106,11,11,51,185
214,17,39,352,39,170,17,13,453,21,17,22,16,19,66,20,13,16,292,19,220,14,244,19,281,9,151,13,208,214,17,21,17,147,22,13,13,13,16,21,23,13,12,72,19,0,12,31,23,185,37,37,19,16,19,441,10,117,19,12,12,12,283,39,340,327,298,21
26,62,114,12,29,59,44,29,85,114,116,19,30,19,59,29,30,30,108,19,12,23,59,29,84,16,27,30,180,108,13,62,141,59,17,30,13,30,9,114,59,198,375,131,19,12,0,114,59,59,295,46,11,30,11,12,13,59,185,261,258,344,12,114,15,12,36,40
43,13,321,38,55,184,13,12,21,470,30,267,33,22,314,12,11,33,48,98,18,241,201,12,21,9,152,12,255,44,13,298,30,314,239,12,27,33,33,520,296,143,143,255,185,31,114,0,278,299,143,9,22,33,72,50,9,209,255,30,255,143,21,232,73,21,152,297
43,12,278,38,22,153,12,19,23,276,13,22,13,184,437,19,19,9,51,15,19,111,174,19,19,11,51,19,242,44,13,224,24,378,25,13,13,13,9,278,364,165,165,242,341,23,59,278,0,275,124,61,176,10,226,23,78,184,242,10,242,124,19,200,43,23,51,197
43,19,307,57,66,319,19,13,181,261,19,13,14,21,336,13,12,9,51,10,32,95,354,13,17,9,51,13,242,44,11,209,19,417,13,12,13,12,9,271,286,165,165,242,178,185,59,299,275,0,124,61,13,10,63,202,14,296,242,12,242,124,47,243,223,141,51,182
37,13,143,37,21,124,13,29,124,53,39,12,30,8,124,21,30,30,12,12,37,95,124,21,12,16,62,30,215,26,13,91,61,124,12,30,13,30,9,143,124,234,331,167,29,37,295,143,124,124,0,71,48,48,48,12,12,124,225,185,294,331,49,143,15,12,71,71
37,18,9,37,9,110,18,9,124,53,19,9,9,14,11,9,12,9,9,11,37,95,61,9,10,250,62,9,81,9,18,9,18,61,9,9,15,9,12,9,61,9,9,9,102,37,46,9,61,61,71,0,178,29,29,13,213,8,8,16,16,16,13,9,13,13,9,9
19,18,22,19,9,24,18,19,38,53,18,22,13,252,210,19,19,18,19,15,19,95,12,19,10,193,19,19,19,19,18,22,18,116,25,13,9,13,9,22,102,9,11,19,340,19,11,22,176,13,48,178,0,18,252,9,320,61,20,11,12,12,9,9,12,12,19,22
16,16,13,16,13,24,16,135,38,53,16,33,387,18,9,183,138,321,16,14,16,95,10,19,13,9,32,275,13,16,16,19,30,10,33,247,16,345,216,33,10,9,30,16,18,16,30,33,10,10,48,29,18,0,9,16,9,9,9,30,25,30,13,9,13,13,13,19
43,9,72,38,8,24,9,87,38,53,13,22,87,260,260,87,19,18,43,14,19,95,12,19,10,28,43,87,43,43,13,72,11,166,25,87,9,87,9,72,152,9,9,43,302,19,11,72,226,63,48,29,252,9,0,9,155,61,20,11,43,12,12,12,12,12,43,72
175,17,58,313,58,187,17,13,437,52,17,22,16,9,83,13,13,16,253,10,181,94,261,19,266,9,112,13,169,175,17,21,17,164,22,13,13,13,16,22,33,13,12,33,15,441,12,50,23,202,12,13,9,16,9,0,9,134,10,12,12,12,283,58,357,327,259,21
10,18,9,10,9,9,18,9,105,52,18,9,16,155,113,9,14,9,105,21,10,94,10,9,105,227,9,9,10,105,18,9,18,18,9,9,22,9,19,9,11,12,12,33,243,10,13,9,78,14,12,213,320,9,155,9,0,8,8,11,8,11,9,9,12,12,9,9
17,19,217,17,66,266,19,13,114,171,19,13,9,61,245,13,12,19,105,10,17,94,286,13,105,9,70,13,165,105,11,119,19,296,13,12,10,12,19,181,195,165,165,165,87,117,59,209,184,296,124,8,61,9,61,134,8,0,165,12,165,124,17,217,155,73,70,92
65,13,255,63,19,124,13,13,105,255,13,29,12,20,242,19,13,19,124,21,54,94,124,19,105,9,177,13,330,105,13,203,13,242,29,13,38,13,19,255,242,252,269,281,51,19,185,255,242,242,225,8,20,9,20,10,8,165,0,74,320,221,14,143,15,14,186,181
12,188,29,12,29,11,170,29,67,52,245,31,30,11,11,30,30,30,67,31,12,94,12,29,67,11,13,30,69,67,97,23,267,12,31,30,11,30,13,30,10,88,327,33,24,12,261,30,10,12,185,16,11,30,11,12,11,12,74,0,148,233,97,82,12,12,12,23
50,13,255,48,19,124,13,25,64,255,13,29,25,9,242,19,10,25,110,12,39,94,124,19,64,16,162,25,315,64,13,203,24,242,29,25,38,25,10,255,242,261,338,267,51,12,258,255,242,242,294,16,12,25,43,12,8,165,320,148,0,294,85,85,85,85,171,168
26,30,143,14,29,124,13,29,64,143,88,12,30,12,124,29,30,30,64,12,14,94,124,29,64,16,63,30,216,64,13,91,109,124,12,30,13,30,19,143,124,234,379,167,13,12,344,143,124,124,331,16,12,30,12,12,11,124,221,233,294,0,12,143,15,12,72,69
155,30,19,283,19,32,17,13,283,52,17,14,16,12,17,29,13,13,234,21,161,94,106,29,247,9,92,13,149,156,17,21,97,17,14,13,11,13,15,21,19,13,97,33,13,283,12,21,19,47,49,13,9,13,12,283,9,17,14,97,85,12,0,21,202,233,239,21
14,30,297,14,120,192,12,12,64,196,30,27,9,12,243,29,14,19,64,27,14,94,209,29,64,9,40,12,143,64,13,145,82,243,27,9,27,9,19,206,217,143,82,143,106,39,114,232,200,243,143,9,9,9,12,58,9,217,143,82,85,143,21,0,81,21,40,118
74,17,81,212,66,208,17,13,438,52,17,14,13,12,104,13,13,13,254,10,80,94,282,19,267,10,14,13,68,176,17,21,17,185,14,13,13,13,15,45,54,15,15,33,11,340,15,73,43,223,15,13,12,13,12,357,12,155,15,12,85,15,202,81,0,296,158,21
105,17,19,243,19,126,17,13,326,52,17,14,16,12,22,20,13,13,183,10,111,94,200,19,196,9,42,13,99,105,17,21,17,103,14,13,11,13,15,21,23,10,12,33,11,327,12,21,23,141,12,13,12,13,12,327,12,73,14,12,85,12,233,21,296,0,189,21
260,17,152,342,19,19,17,13,274,152,17,22,16,19,51,20,13,13,398,21,255,84,62,19,273,9,309,13,375,262,17,152,17,51,22,13,38,13,12,152,51,98,115,239,51,298,36,152,51,51,71,9,19,13,43,259,9,70,186,12,171,72,239,40,158,189,0,152
43,11,207,38,13,67,23,12,21,297,23,129,19,22,197,12,11,19,107,27,32,104,84,12,21,9,152,12,181,49,27,271,23,197,101,12,27,12,19,297,197,98,115,168,185,21,40,297,197,182,71,9,22,19,72,21,9,92,181,23,168,69,21,118,21,21,152,0
